,Player,Squad,Salary.2021,Salary 2022,Salary 2023,Salary 2024,Salary 2025,Salary 2026,Salary 2027,Salary 2028,Salary 2029,Salary 2030,Salary 2031
1434,g.matsika,Flying Bombadiers,9870000,10260000,10150000,10330000,10300000,10250000,10300000,10200000,10340000,10310000,10190000
1435,w.aciro,Flying Bombadiers,19820000,20460000,20560000,20510000,20550000,20740000,20550000,20620000,21040000,19820000,19820000
1436,g.ribeiro,Flying Bombadiers,34770000,36320000,35900000,36070000,35990000,36060000,36380000,36050000,36170000,36900000,34770000
1437,n.mushabe,Flying Bombadiers,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000
1438,b.angella,Flying Bombadiers,20470000,21430000,21370000,21260000,21360000,21160000,21450000,21380000,21130000,21240000,21190000
1439,m.wu,Flying Bombadiers,16100000,16840000,16740000,16560000,16850000,16810000,16720000,16800000,16650000,16870000,16820000
1440,e.bosnjak,Flying Bombadiers,28100000,29400000,29210000,28900000,29410000,29330000,29190000,29330000,29050000,29440000,29350000
1441,g.neumbe,Flying Bombadiers,31830000,33310000,3.3e+07,33110000,33780000,31830000,31830000,31830000,31830000,31830000,31830000
1442,k.nanyondo,Flying Bombadiers,27780000,29020000,28680000,28820000,28750000,28810000,29070000,28800000,28900000,29490000,27780000
1443,k.othman,Flying Bombadiers,13400000,14020000,13930000,13780000,14030000,13990000,13920000,13980000,13850000,14040000,1.4e+07
1444,m.namusisi,Flying Bombadiers,8560000,8930000,9060000,9010000,8870000,8950000,8900000,8800000,8960000,8940000,8890000
1445,r.arineitwe,Flying Bombadiers,5220000,5460000,5400000,5470000,5450000,5390000,5420000,5400000,5410000,5460000,5410000
1446,u.lomongin,Flying Bombadiers,20560000,21330000,21310000,21390000,21820000,20560000,20560000,20560000,20560000,20560000,20560000
1447,g.abdi,Flying Bombadiers,37470000,37470000,38780000,38860000,39210000,38850000,38980000,39770000,37470000,37470000,37470000
1448,e.munetsi,Flying Bombadiers,33540000,34870000,33540000,33540000,33540000,33540000,33540000,33540000,33540000,33540000,33540000
1449,b.bernardi,Flying Bombadiers,7410000,7800000,7620000,7760000,7740000,7700000,7730000,7660000,7760000,7740000,7650000
1450,o.acayo,Flying Bombadiers,13500000,14120000,13990000,14120000,14030000,13880000,14130000,14090000,14020000,14090000,13960000
1451,o.mor,Flying Bombadiers,10680000,11180000,11100000,10980000,11180000,11150000,11090000,11150000,11040000,11190000,11150000
1452,k.amoding,Flying Bombadiers,36770000,37960000,38380000,38190000,38370000,38020000,38520000,38400000,37960000,38150000,38060000
1453,c.majoni,Flying Bombadiers,35250000,36650000,36570000,36480000,36560000,36880000,36540000,36670000,37410000,35250000,35250000
1454,n.cheng,Flying Bombadiers,37760000,39220000,38830000,39520000,39420000,39220000,39410000,39040000,39560000,39440000,38980000
1455,o.night,Flying Bombadiers,29440000,29440000,30720000,30440000,30850000,30750000,30390000,30540000,30470000,30530000,30800000
1456,v.razak,Flying Bombadiers,9030000,9370000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000
1457,u.mvula,Flying Bombadiers,11410000,11730000,11810000,11830000,11940000,11830000,11870000,12110000,11410000,11410000,11410000
1458,d.chiba,Flying Bombadiers,17950000,18640000,18790000,18740000,18640000,18730000,18560000,18810000,18750000,18530000,18620000
1459,s.kor,Flying Bombadiers,21330000,22310000,22260000,22050000,22350000,22280000,22020000,22130000,22080000,22120000,22320000
1460,z.angom,Flying Bombadiers,12890000,13460000,13400000,13260000,13490000,13460000,13390000,13450000,13330000,13510000,13460000
1461,o.binabdulrahman,Flying Bombadiers,30630000,32410000,31810000,31970000,31670000,32090000,31990000,31620000,31780000,31700000,31760000
1462,y.lawan,Flying Bombadiers,11090000,11480000,11670000,11500000,11600000,11530000,11400000,11610000,11580000,11520000,11570000
1463,h.pichler,Flying Bombadiers,22570000,23420000,23410000,23620000,23400000,23480000,23960000,22570000,22570000,22570000,22570000
1464,i.mushonga,Flying Bombadiers,32690000,34200000,33830000,33900000,34210000,33890000,3.4e+07,34700000,32690000,32690000,32690000
1465,x.zalwango,Flying Bombadiers,24980000,26150000,25970000,25690000,26150000,26080000,25950000,26070000,25830000,26170000,26090000
1466,x.aliru,Flying Bombadiers,15660000,16410000,16350000,16270000,16340000,16190000,16410000,16360000,16170000,16250000,16210000
1467,a.marchenko,Hideous Spartans,20140000,20950000,21040000,20790000,20890000,20840000,20890000,21070000,20880000,20950000,21380000
1468,a.radu,Hideous Spartans,23940000,24900000,25410000,23940000,23940000,23940000,23940000,23940000,23940000,23940000,23940000
1469,w.hamad,Hideous Spartans,6840000,7030000,7260000,6840000,6840000,6840000,6840000,6840000,6840000,6840000,6840000
1470,d.kos,Hideous Spartans,27220000,28170000,28490000,28410000,28270000,28410000,28140000,28520000,28430000,28100000,28240000
1471,e.ghosh,Hideous Spartans,14980000,15580000,15530000,15670000,15530000,15580000,15900000,14980000,14980000,14980000,14980000
1472,e.nemeth,Hideous Spartans,10410000,10910000,11050000,10410000,10410000,10410000,10410000,10410000,10410000,10410000,10410000
1473,h.kabugho,Hideous Spartans,23520000,24450000,24570000,24280000,24400000,24340000,24390000,24610000,24380000,24470000,24960000
1474,q.krasniqi,Hideous Spartans,16910000,17650000,17390000,17700000,17650000,17560000,17650000,17480000,17720000,17660000,17460000
1475,r.arineitwe,Hideous Spartans,1820000,1900000,1880000,1910000,1900000,1880000,1890000,1880000,1890000,1900000,1890000
1476,t.moretti,Hideous Spartans,18510000,19040000,19320000,19230000,19320000,19140000,19390000,19330000,19110000,19200000,19160000
1477,y.oppong,Hideous Spartans,28190000,29230000,29510000,29430000,29280000,29420000,29150000,29540000,29440000,29100000,29250000
1478,m.atuhaire,Hideous Spartans,9520000,9940000,9960000,9870000,9900000,10100000,9520000,9520000,9520000,9520000,9520000
1479,k.nanyondo,Hideous Spartans,35460000,36830000,36610000,36790000,36700000,36770000,37100000,36760000,36890000,37640000,35460000
1480,h.akot,Hideous Spartans,16660000,17220000,17390000,17220000,17460000,17400000,17200000,17280000,17240000,17280000,17430000
1481,z.njoku,Hideous Spartans,22570000,23410000,23650000,23570000,23300000,23420000,23360000,23410000,23620000,23400000,23480000
1482,l.nanono,Hideous Spartans,18610000,19140000,19470000,19290000,19360000,19750000,18610000,18610000,18610000,18610000,18610000
1483,r.aisu,Hideous Spartans,21660000,22360000,22670000,22610000,22500000,22610000,22390000,22690000,22620000,22360000,22470000
1484,k.taremwa,Hideous Spartans,24170000,25220000,25080000,25020000,25070000,25290000,25060000,25140000,25650000,24170000,24170000
1485,w.kisitu,Hideous Spartans,20960000,21770000,21670000,21960000,21890000,21640000,21750000,21690000,21740000,21930000,21730000
1486,q.martinez,Hideous Spartans,15780000,16530000,16470000,16310000,16530000,16480000,16290000,16370000,16330000,16360000,16510000
1487,y.nanyondo,Hideous Spartans,19030000,19860000,19880000,19650000,19740000,19700000,19730000,19910000,19730000,19800000,20200000
1488,i.chiu,Hideous Spartans,30090000,31400000,31110000,31530000,31430000,31070000,31220000,31140000,31200000,31480000,31190000
1489,t.ray,Hideous Spartans,1.9e+07,19640000,19640000,19910000,19840000,19620000,19710000,19660000,19700000,19880000,19700000
1490,k.thompson,Hideous Spartans,24950000,26060000,26140000,26060000,25760000,25890000,25820000,25870000,26110000,25870000,25950000
1491,a.dekker,Hideous Spartans,28600000,29850000,29530000,29670000,29600000,29660000,29930000,29650000,29750000,30360000,28600000
1492,h.valentini,Hideous Spartans,9460000,9730000,9780000,9910000,9880000,9770000,9810000,9790000,9810000,9900000,9810000
1493,u.anyango,Hideous Spartans,25940000,27140000,27150000,27080000,26940000,27070000,26820000,27180000,27090000,26780000,26910000
1494,h.tumukunde,Hideous Spartans,31960000,33350000,33130000,33250000,33920000,31960000,31960000,31960000,31960000,31960000,31960000
1495,q.juhasz,Hideous Spartans,19740000,20410000,20410000,20680000,20620000,20380000,20480000,20430000,20470000,20660000,20460000
1496,a.nasiru,Hideous Spartans,19700000,20460000,20640000,20580000,20340000,20440000,20390000,20430000,20610000,20420000,20490000
1497,g.mar,Hideous Spartans,32710000,34240000,34140000,33820000,34270000,34160000,33770000,33940000,33850000,33920000,34230000
1498,i.goh,Hideous Spartans,25830000,27060000,26960000,26830000,26960000,26710000,27060000,26980000,26670000,26800000,26730000
1499,l.yusof,Marvelous Heels,13890000,14500000,14510000,14340000,14410000,14380000,14400000,14530000,14400000,14450000,14740000
1500,b.bintiothman,Marvelous Heels,27630000,28600000,28700000,28840000,28570000,28950000,28860000,28530000,28670000,28600000,28650000
1501,n.alum,Marvelous Heels,27530000,28310000,28550000,28810000,28540000,28640000,29220000,27530000,27530000,27530000,27530000
1502,a.cheang,Marvelous Heels,12790000,13360000,13390000,13350000,13280000,13350000,13220000,13400000,13360000,13200000,13270000
1503,j.atala,Marvelous Heels,21760000,22760000,22470000,22580000,22520000,22570000,22770000,22560000,22640000,23100000,21760000
1504,c.kirungi,Marvelous Heels,18250000,19120000,18970000,18770000,19100000,19050000,18960000,19050000,18870000,19120000,19060000
1505,c.manjhi,Marvelous Heels,22670000,23550000,23680000,23400000,23520000,23460000,23510000,23720000,23500000,23580000,24060000
1506,k.mwanje,Marvelous Heels,6880000,7190000,7180000,7110000,7210000,7190000,7100000,7140000,7120000,7130000,7200000
1507,r.ueta,Marvelous Heels,14410000,14980000,14880000,14950000,14910000,14940000,15080000,14940000,14990000,15290000,14410000
1508,u.morales,Marvelous Heels,16430000,17160000,16900000,17200000,17150000,17060000,17150000,16990000,17210000,17160000,16960000
1509,r.rossi,Marvelous Heels,20190000,21070000,20840000,20950000,20900000,20940000,21130000,20930000,2.1e+07,21430000,20190000
1510,c.mukiibi,Marvelous Heels,10790000,11190000,11160000,11300000,11270000,11140000,11190000,11170000,11190000,11290000,11190000
1511,c.abramov,Marvelous Heels,30570000,31720000,31640000,31700000,31990000,31690000,31800000,32450000,30570000,30570000,30570000
1512,y.nambi,Marvelous Heels,37780000,39240000,39100000,39180000,39530000,39170000,39300000,40100000,37780000,37780000,37780000
1513,g.sugawara,Marvelous Heels,31140000,32580000,32500000,32200000,32630000,32520000,32150000,32310000,32230000,32290000,32580000
1514,d.pfeiffer,Marvelous Heels,38940000,40750000,40370000,40510000,41330000,38940000,38940000,38940000,38940000,38940000,38940000
1515,z.ngambi,Marvelous Heels,36340000,37520000,37670000,37800000,38570000,36340000,36340000,36340000,36340000,36340000,36340000
1516,a.kovaevi,Marvelous Heels,13590000,14050000,14100000,14070000,14090000,14220000,14090000,14140000,14420000,13590000,13590000
1517,h.okafor,Marvelous Heels,14150000,14800000,14830000,14780000,14610000,14680000,14640000,14670000,14810000,14670000,14720000
1518,c.gheorghe,Marvelous Heels,39690000,41520000,41260000,40820000,41540000,41430000,41220000,41420000,41040000,41580000,41450000
1519,x.oneill,Marvelous Heels,3200000,3310000,3330000,3290000,3350000,3340000,3320000,3340000,3310000,3350000,3340000
1520,j.laurent,Marvelous Patriots,25540000,26720000,26490000,26720000,26480000,26570000,27110000,25540000,25540000,25540000,25540000
1521,d.amoako,Marvelous Patriots,8920000,9220000,9270000,9170000,9340000,9310000,9260000,9310000,9220000,9350000,9320000
1522,f.farkas,Marvelous Patriots,12570000,13120000,13170000,13130000,12980000,13040000,13010000,13040000,13150000,13030000,13080000
1523,d.muwonge,Marvelous Patriots,7630000,7960000,7890000,7990000,7970000,7880000,7920000,7900000,7910000,7980000,7910000
1524,x.denis,Marvelous Patriots,30520000,31850000,31700000,31850000,31550000,31980000,31880000,31510000,31660000,31590000,31650000
1525,z.longole,Marvelous Patriots,20630000,21300000,21330000,21610000,21550000,21300000,21400000,21350000,21390000,21590000,21390000
1526,c.obi,Marvelous Patriots,7030000,7030000,7290000,7280000,7290000,7360000,7290000,7310000,7460000,7030000,7030000
1527,p.natukunda,Marvelous Patriots,10230000,10700000,10230000,10230000,10230000,10230000,10230000,10230000,10230000,10230000,10230000
1528,v.tugume,Marvelous Patriots,36970000,38730000,38330000,38460000,39240000,36970000,36970000,36970000,36970000,36970000,36970000
1529,x.simi,Marvelous Patriots,8120000,8420000,8480000,8380000,8420000,8400000,8420000,8500000,8420000,8450000,8620000
1530,l.jean,Marvelous Patriots,26890000,27650000,27830000,27890000,28140000,27880000,27970000,28540000,26890000,26890000,26890000
1531,n.colon,Marvelous Patriots,38030000,39500000,39810000,39700000,39500000,39690000,39320000,39840000,39720000,39260000,39460000
1532,s.obonyo,Marvelous Patriots,18630000,19310000,19440000,19260000,19520000,19460000,19230000,19330000,19280000,19320000,19490000
1533,d.arinaitwe,Marvelous Patriots,38890000,40320000,40680000,40430000,39990000,40710000,40600000,40390000,40590000,40210000,40750000
1534,y.acola,Marvelous Patriots,13360000,13360000,13900000,14180000,13360000,13360000,13360000,13360000,13360000,13360000,13360000
1535,k.huang,Marvelous Patriots,19990000,20640000,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000
1536,j.leroux,Marvelous Patriots,10570000,11030000,10970000,10940000,10960000,11060000,10960000,1.1e+07,11220000,10570000,10570000
1537,z.heinonen,Marvelous Patriots,32980000,34520000,34250000,34420000,34100000,34550000,34450000,34050000,34220000,34130000,34200000
1538,m.turyamureba,Marvelous Patriots,15270000,16210000,15940000,15860000,15940000,15790000,1.6e+07,15950000,15760000,15840000,15800000
1539,m.chirambo,Marvelous Patriots,15140000,15630000,15140000,15140000,15140000,15140000,15140000,15140000,15140000,15140000,15140000
1540,w.tushabomwe,Marvelous Patriots,22800000,23540000,23650000,23600000,23640000,23860000,23640000,23720000,24200000,22800000,22800000
1541,c.alum,Marvelous Patriots,36380000,37740000,37740000,37650000,37730000,38070000,37720000,37840000,38610000,36380000,36380000
1542,c.adong,Mean Wolves,8970000,9280000,9280000,9300000,9390000,9300000,9330000,9520000,8970000,8970000,8970000
1543,c.moser,Mean Wolves,26160000,27170000,27130000,27370000,27120000,27210000,27770000,26160000,26160000,26160000,26160000
1544,d.henriksen,Mean Wolves,11010000,11440000,11490000,11380000,11540000,11500000,11370000,11420000,11390000,11420000,11520000
1545,i.amviko,Mean Wolves,26850000,27840000,28020000,27760000,28130000,28040000,27720000,27860000,27790000,27840000,28090000
1546,u.krause,Mean Wolves,9570000,9990000,9950000,10160000,9570000,9570000,9570000,9570000,9570000,9570000,9570000
1547,h.korosec,Mean Wolves,35320000,36860000,36680000,36860000,36520000,37010000,36890000,36460000,36640000,36550000,36630000
1548,d.biribawa,Mean Wolves,10680000,11040000,11040000,11190000,11150000,11030000,11080000,11050000,11080000,11180000,11070000
1549,o.nanyanzi,Mean Wolves,9900000,10330000,10370000,10340000,10220000,10270000,10250000,10270000,10360000,10260000,10300000
1550,i.mutabazi,Mean Wolves,32790000,33990000,33900000,34350000,34250000,33850000,34020000,33940000,3.4e+07,34310000,33990000
1551,i.mugerwa,Mean Wolves,2.1e+07,21920000,21970000,21830000,21600000,21980000,21920000,21810000,21920000,21710000,2.2e+07
1552,v.morel,Mean Wolves,27530000,29220000,28460000,28840000,28750000,28420000,28560000,28490000,28550000,28810000,28540000
1553,j.saidu,Mean Wolves,21520000,22270000,21520000,21520000,21520000,21520000,21520000,21520000,21520000,21520000,21520000
1554,g.mwima,Mean Wolves,28990000,30280000,30060000,30330000,30050000,30160000,30770000,28990000,28990000,28990000,28990000
1555,o.roth,Mean Wolves,25910000,26820000,26750000,26880000,26820000,26870000,27110000,26860000,26950000,27500000,25910000
1556,k.philippe,Mean Wolves,22310000,23370000,23140000,23340000,23130000,23210000,23680000,22310000,22310000,22310000,22310000
1557,f.zeng,Mean Wolves,28500000,29500000,29770000,29420000,29570000,29500000,29560000,29820000,29550000,29650000,30250000
1558,o.zieliski,Mean Wolves,35130000,36810000,36430000,36760000,36420000,36540000,37290000,35130000,35130000,35130000,35130000
1559,y.larsen,Mean Wolves,19520000,20420000,20390000,20150000,20250000,20200000,20240000,20420000,20240000,20310000,20720000
1560,g.oluka,Mean Wolves,4510000,4720000,4680000,4690000,4790000,4510000,4510000,4510000,4510000,4510000,4510000
1561,b.awio,Mean Wolves,550000,570000,570000,570000,580000,570000,570000,570000,570000,580000,570000
1562,k.jarvinen,Mean Wolves,18040000,18880000,18650000,18900000,18840000,18620000,18720000,18670000,18710000,18880000,18700000
1563,o.ngoma,Mean Wolves,26870000,28050000,28050000,27910000,28040000,27780000,28150000,28060000,27740000,27880000,27810000
1564,y.kabiru,Mean Wolves,10240000,10620000,10640000,10690000,10590000,10730000,10700000,10570000,10620000,10600000,10620000
1565,e.muhereza,Mean Wolves,33530000,35130000,34700000,34770000,35080000,34760000,34880000,35590000,33530000,33530000,33530000
1566,k.chisi,Mean Wolves,31360000,32420000,32750000,32380000,32540000,32460000,32520000,32810000,32510000,32620000,33280000
1567,s.ghaffari,Mean Wolves,23140000,24170000,24240000,24170000,23890000,24010000,23950000,2.4e+07,24210000,23990000,24070000
1568,y.turyatemba,Mean Wolves,2110000,2210000,2180000,2190000,2180000,2190000,2210000,2190000,2190000,2240000,2110000
1569,x.makina,Mean Wolves,8380000,8770000,8710000,8620000,8770000,8750000,8700000,8750000,8660000,8780000,8750000
1570,y.nyirongo,Mean Wolves,10580000,10990000,11040000,10990000,11040000,10940000,11080000,11050000,10920000,10980000,10950000
1571,l.sigauke,Mean Wolves,34740000,36350000,36260000,35920000,36400000,36280000,35870000,36040000,35950000,36030000,36350000
1572,b.alhassan,Mean Wolves,8140000,8450000,8440000,8470000,8640000,8140000,8140000,8140000,8140000,8140000,8140000
1573,q.zyu,Mean Wolves,31620000,32790000,32730000,32790000,33090000,32780000,32890000,33560000,31620000,31620000,31620000
1574,l.chiu,Mighty Monkeys,12370000,12920000,12940000,12820000,12870000,13130000,12370000,12370000,12370000,12370000,12370000
1575,w.ly,Mighty Monkeys,24230000,25390000,25020000,25140000,25080000,25130000,25350000,25120000,25200000,25720000,24230000
1576,e.deluca,Mighty Monkeys,14190000,14670000,14820000,14650000,14720000,14690000,14720000,14850000,14710000,14760000,15060000
1577,j.neo,Mighty Monkeys,7920000,8220000,8300000,8270000,8180000,8220000,8200000,8210000,8290000,8210000,8240000
1578,m.angom,Mighty Monkeys,18920000,19580000,19580000,19620000,19800000,19610000,19680000,20080000,18920000,18920000,18920000
1579,q.atiku,Mighty Monkeys,8680000,9060000,9e+06,9080000,9e+06,9030000,9210000,8680000,8680000,8680000,8680000
1580,s.lutaaya,Mighty Monkeys,24420000,25250000,25360000,25490000,25250000,25590000,25510000,25210000,25340000,25270000,25320000
1581,v.smits,Mighty Monkeys,32270000,33680000,33810000,33700000,33320000,33480000,33400000,33470000,33770000,33450000,33570000
1582,a.caron,Mighty Monkeys,26890000,27930000,27800000,28170000,28090000,27760000,27900000,27830000,27890000,28140000,27880000
1583,f.mugabe,Mighty Monkeys,28030000,28940000,29250000,28980000,29370000,29280000,28940000,29080000,29010000,29070000,29330000
1584,j.nath,Mighty Monkeys,28830000,28830000,29910000,29840000,29900000,30170000,29890000,29990000,30600000,28830000,28830000
1585,v.heikkinen,Mighty Monkeys,29520000,30480000,29520000,29520000,29520000,29520000,29520000,29520000,29520000,29520000,29520000
1586,y.nalubwama,Mighty Monkeys,32510000,33770000,33730000,33650000,33710000,34020000,33700000,33820000,34510000,32510000,32510000
1587,h.saeed,Mighty Monkeys,25690000,26680000,26810000,26560000,26920000,26830000,26520000,26650000,26590000,26640000,26880000
1588,c.hamed,Mighty Monkeys,11870000,12310000,12390000,12270000,12440000,12400000,12250000,12310000,12290000,12310000,12420000
1589,d.kemigisa,Mighty Monkeys,18250000,18970000,19100000,18920000,18980000,19370000,18250000,18250000,18250000,18250000,18250000
1590,e.fiore,Mighty Monkeys,17600000,18370000,18100000,18420000,18370000,18280000,18370000,18200000,18440000,18380000,18170000
1591,i.kolar,Mighty Monkeys,14870000,15420000,15370000,15580000,15530000,15350000,15430000,15390000,15420000,15560000,15420000
1592,d.deli,Mighty Monkeys,26620000,27650000,27690000,28250000,26620000,26620000,26620000,26620000,26620000,26620000,26620000
1593,k.mwanje,Mighty Monkeys,27880000,28960000,29100000,28830000,29210000,29120000,28780000,28930000,28850000,28910000,29170000
1594,m.kabiru,Mighty Monkeys,14680000,15380000,15320000,15180000,15380000,15330000,15160000,15230000,15190000,15220000,15360000
1595,t.akankwasa,Mighty Monkeys,31700000,32890000,33110000,32730000,32890000,32810000,32870000,33170000,32860000,32980000,33650000
1596,x.kazibwe,Mighty Monkeys,34760000,35940000,35980000,36050000,36370000,36040000,36160000,36890000,34760000,34760000,34760000
1597,b.vandermeer,Red Rangers,13330000,13970000,13970000,13920000,13760000,13830000,13800000,13820000,13950000,13820000,13870000
1598,j.fukuda,Red Rangers,15170000,15740000,15840000,15660000,15740000,15700000,15730000,15870000,15730000,15780000,16100000
1599,a.davies,Red Rangers,19670000,20530000,20360000,20400000,20580000,20390000,20460000,20880000,19670000,19670000,19670000
1600,d.saleh,Red Rangers,16070000,16590000,16610000,16840000,16780000,16590000,16670000,16630000,16670000,16810000,16660000
1601,i.franke,Red Rangers,27750000,28650000,28790000,28720000,28780000,29040000,28770000,28870000,29450000,27750000,27750000
1602,l.fuchs,Red Rangers,24700000,25780000,25630000,25560000,25610000,25850000,25610000,25690000,26220000,24700000,24700000
1603,m.rashid,Red Rangers,25020000,25730000,25990000,26110000,25870000,26210000,26130000,25830000,25960000,25890000,25950000
1604,o.mudzingwa,Red Rangers,10300000,10700000,10780000,10750000,10700000,10750000,10650000,10790000,10760000,10630000,10690000
1605,d.caruso,Red Rangers,10830000,11340000,11300000,11200000,11350000,11310000,11180000,11240000,11210000,11230000,11330000
1606,w.alghamdi,Red Rangers,11410000,11830000,11910000,11850000,11910000,11800000,11950000,11920000,11780000,11840000,11810000
1607,d.soliman,Red Rangers,32800000,34320000,34310000,34100000,33730000,34330000,34240000,34070000,34230000,33910000,34370000
1608,w.mertens,Red Rangers,32140000,33330000,33320000,33430000,34110000,32140000,32140000,32140000,32140000,32140000,32140000
1609,g.sserugo,Red Rangers,22740000,23750000,23790000,23570000,23650000,24140000,22740000,22740000,22740000,22740000,22740000
1610,o.roth,Red Rangers,36270000,37670000,37450000,37630000,37540000,37610000,37950000,37600000,37730000,38500000,36270000
1611,s.soon,Red Rangers,31590000,32490000,32970000,32660000,33100000,32990000,32610000,32770000,32690000,32760000,33050000
1612,m.dbrowski,Red Rangers,35850000,37500000,37520000,37420000,37240000,37410000,37070000,37560000,37440000,37010000,37190000
1613,i.lehmann,Red Rangers,34170000,35140000,35520000,35140000,35770000,35670000,35490000,35660000,35330000,35800000,35690000
1614,d.kateregga,Red Rangers,14260000,14790000,14930000,14890000,14810000,14880000,14740000,14940000,14890000,14720000,14790000
1615,g.daud,Red Rangers,22050000,22880000,22820000,22870000,23070000,22860000,22940000,23400000,22050000,22050000,22050000
1616,v.ssali,Red Rangers,21210000,22220000,21950000,2.2e+07,22190000,21990000,22060000,22510000,21210000,21210000,21210000
1617,g.kaweesa,Red Rangers,30210000,31430000,31550000,31190000,31340000,31270000,31330000,31610000,31320000,31430000,32060000
1618,i.vong,Red Rangers,20940000,21860000,22230000,20940000,20940000,20940000,20940000,20940000,20940000,20940000,20940000
1619,u.kazembe,Red Rangers,23760000,24630000,24680000,24800000,24570000,24890000,24820000,24530000,24650000,24590000,24640000
1620,c.akullo,Red Rangers,7590000,7890000,7940000,7890000,7810000,7940000,7920000,7880000,7920000,7850000,7950000
1621,k.behera,Red Rangers,18160000,18970000,18680000,19010000,18960000,18860000,18950000,18780000,19030000,18970000,18750000
1622,n.dutta,Red Rangers,9720000,10170000,10030000,10080000,10060000,10080000,10170000,10080000,10110000,10320000,9720000
1623,j.riyadi,Red Rangers,2100000,2190000,2190000,2180000,2190000,2170000,2200000,2190000,2170000,2180000,2170000
1624,t.ferrari,Red Rangers,6910000,7140000,7180000,7210000,7140000,7240000,7220000,7130000,7170000,7150000,7170000
1625,j.chew,Red Rangers,22400000,23400000,23470000,23400000,23130000,23240000,23180000,23230000,23440000,23220000,23300000
1626,q.thakur,Red Rangers,29750000,30760000,30710000,30870000,30790000,30850000,31130000,30840000,30950000,31580000,29750000
1627,w.rusu,Remarkable Flames,24070000,24950000,25220000,25140000,24850000,24970000,24910000,24960000,25190000,24950000,25040000
1628,f.okon,Remarkable Flames,12980000,13430000,13500000,13780000,12980000,12980000,12980000,12980000,12980000,12980000,12980000
1629,g.degroot,Remarkable Flames,27120000,28140000,28120000,28380000,28120000,28210000,28780000,27120000,27120000,27120000,27120000
1630,p.sanyu,Remarkable Flames,14280000,14950000,14780000,14810000,14940000,14800000,14850000,15160000,14280000,14280000,14280000
1631,q.cheong,Remarkable Flames,15300000,15730000,15970000,15890000,15970000,15820000,16030000,15980000,15800000,15870000,15830000
1632,a.ainomugisha,Remarkable Flames,32570000,33710000,34090000,3.4e+07,33830000,33990000,33670000,34120000,34020000,33630000,33790000
1633,c.mirkovi,Remarkable Flames,26220000,27260000,27190000,27440000,27180000,27270000,27830000,26220000,26220000,26220000,26220000
1634,i.wenene,Remarkable Flames,15660000,16250000,16100000,16390000,16350000,16270000,16340000,16190000,16410000,16360000,16170000
1635,g.efendi,Remarkable Flames,13420000,14010000,13890000,13920000,14040000,13910000,13960000,14240000,13420000,13420000,13420000
1636,j.bahri,Remarkable Flames,15500000,16220000,16030000,16240000,16190000,1.6e+07,16080000,16040000,16070000,16220000,16070000
1637,q.sumarni,Remarkable Flames,17320000,17990000,18010000,17810000,18130000,18080000,17990000,18080000,17910000,18150000,18090000
1638,d.adebayo,Remarkable Flames,28170000,29300000,29400000,29130000,29510000,29420000,29080000,29230000,29150000,29210000,29480000
1639,r.begum,Remarkable Flames,25580000,26770000,27150000,25580000,25580000,25580000,25580000,25580000,25580000,25580000,25580000
1640,h.sat,Remarkable Flames,28510000,29570000,29760000,29610000,29750000,29480000,29870000,29780000,29430000,29580000,29510000
1641,b.asiedu,Remarkable Flames,35950000,37270000,37620000,37270000,37400000,38160000,35950000,35950000,35950000,35950000,35950000
1642,f.pellegrini,Remarkable Flames,28230000,29470000,29370000,29960000,28230000,28230000,28230000,28230000,28230000,28230000,28230000
1643,m.mansouri,Remarkable Flames,27100000,28100000,28150000,28280000,28020000,28390000,28300000,27980000,28120000,28050000,28100000
1644,m.bwire,Remarkable Flames,33770000,35270000,35340000,35010000,35130000,35840000,33770000,33770000,33770000,33770000,33770000
1645,b.kovaik,Remarkable Flames,27410000,28470000,28300000,28440000,28370000,28430000,28680000,28420000,28510000,29090000,27410000
1646,h.tuhaise,Remarkable Flames,4290000,4440000,4480000,4440000,4490000,4480000,4430000,4450000,4440000,4450000,4490000
1647,p.solanki,Remarkable Flames,17940000,17940000,18800000,18740000,18520000,18610000,18570000,18600000,18770000,18600000,18660000
1648,g.boadi,Remarkable Flames,22780000,23790000,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000
1649,k.ndiweni,Remarkable Flames,32790000,34060000,33850000,34020000,33940000,3.4e+07,34310000,33990000,34110000,34800000,32790000
1650,n.von,Remarkable Flames,11170000,11660000,11660000,11550000,11700000,11670000,11530000,11590000,11560000,11580000,11690000
1651,d.schmid,Remarkable Flames,27620000,28890000,28690000,28830000,28560000,28940000,28850000,28520000,28660000,28590000,28640000
1652,f.msiska,Remarkable Flames,4040000,4200000,4200000,4150000,4230000,4220000,4200000,4220000,4180000,4230000,4220000
1653,h.nakate,Remarkable Flames,20480000,21420000,21060000,21440000,21380000,21270000,21370000,21170000,21460000,21390000,21140000
1654,y.namutosi,Remarkable Flames,4110000,4290000,4270000,4230000,4300000,4290000,4270000,4290000,4250000,4310000,4290000
1655,g.hungwe,Remarkable Flames,29210000,30600000,30200000,30600000,30510000,30160000,30300000,30230000,30290000,30560000,30280000
