,Player,Age,FW,MF,DF,GK,Salary
2746,w.lew,24,1,1,0,0,344875.5749
2747,b.derosa,23,1,1,0,0,7133510.342
2748,d.john,24,1,1,0,0,5022742.513
2749,s.kiconco,35,0,0,0,1,8825729.515
2750,r.chee,33,0,0,0,1,8529637.119
2751,f.pop,25,0,1,0,0,3120064.528
2752,d.alshehri,33,0,1,0,0,444067.939
2753,i.iddrisu,21,0,1,0,0,1354773.302
2754,e.taylor,27,1,1,0,0,3080980.927
2755,h.tourgeman,27,1,1,0,0,4406663.16
2756,q.hor,28,0,0,1,0,6178622.652
2757,d.ikeda,28,0,0,1,0,2276660.186
2758,g.kohler,26,0,0,1,0,7472070.69
2759,i.ludwig,28,0,0,1,0,8161634.572
2760,k.toth,25,0,0,1,0,5882897.773
2761,u.ortiz,19,0,0,1,0,127229.433
2762,y.rabinovitch,28,0,0,1,0,6138148.722
2763,r.petrenko,25,0,1,1,0,7156685.068
2764,d.kikuchi,21,0,1,1,0,1921957.178
2765,z.no,22,0,1,1,0,5693635.597
2766,w.nabatanzi,19,1,0,0,0,1871684.754
2767,v.taheri,29,1,0,0,0,4192375.778
2768,r.bintihassan,20,1,0,0,0,4051138.759
2769,k.goncalves,21,1,0,1,0,5932988.928
2770,g.bellini,26,1,1,0,0,5970011.904
2771,l.wafula,23,1,1,0,0,9896070.923
2772,m.hsieh,26,1,1,0,0,4759348.519
2773,f.cho,25,1,1,0,0,8428101.53
2774,z.marini,28,0,0,0,1,5905633.991
2775,p.robinson,22,0,0,0,1,670585.8541
2776,i.azulay,28,0,1,0,0,8104214.753
2777,h.narvaez,23,0,1,0,0,7433869.551
2778,r.matovu,20,0,1,0,0,9163481.177
2779,p.chew,29,0,1,1,0,4832872.565
2780,o.kia,21,0,1,1,0,7703423.447
2781,q.nabimanya,21,1,1,0,0,5346521.828
2782,i.ocen,32,1,1,0,0,2745247.773
2783,d.daniel,27,0,0,1,0,9699029.541
2784,f.kembabazi,23,0,0,1,0,9003964.988
2785,f.lieu,18,0,0,1,0,1854604.375
2786,h.akugizibwe,26,0,0,1,0,8017515.898
2787,i.akpan,37,0,0,1,0,8918061.879
2788,t.awuah,26,0,0,1,0,6894800.383
2789,t.barigye,23,0,0,1,0,655732.2619
2790,u.ban,20,0,0,1,0,2424485.835
2791,i.najjemba,27,0,0,1,0,6462694.555
2792,x.nalukenge,30,0,0,1,0,8071652.022
2793,i.bintiomar,19,0,1,1,0,8893578.02
2794,m.ludwig,32,0,1,1,0,545024.3274
2795,r.lambert,23,1,0,0,0,5980174.595
2796,y.susanti,24,1,0,0,0,6496707.606
2797,a.schmitt,34,1,0,0,0,2974289.023
2798,u.rodrigues,17,1,0,0,0,6140544.771
2799,w.swee,20,1,0,0,0,9803751.828
2800,m.nkhata,16,1,0,1,0,4059598.9
2801,g.elbaz,24,1,1,0,0,8072617.932
2802,h.gomani,32,1,1,0,0,5205033.736
2803,a.soong,22,0,0,0,1,1880990.029
2804,a.tayebwa,21,0,1,0,0,7451398.918
2805,d.kojima,29,0,1,0,0,5643267.46
2806,a.aryemo,28,0,1,0,0,333133.8448
2807,g.gustafsson,26,0,1,0,0,3540909.946
2808,h.susanto,22,0,1,0,0,1708246.143
2809,f.nakazibwe,25,0,1,1,0,2757525.853
2810,z.okon,22,0,0,1,0,850104.647
2811,g.nimusiima,26,0,0,1,0,5262036.811
2812,d.chen,27,0,0,1,0,8473207.51
2813,c.muyama,25,0,0,1,0,8093354.378
2814,g.hernandez,22,0,0,1,0,1678320.344
2815,l.mugumya,22,0,0,1,0,7444786.854
2816,u.kaahwa,17,0,0,1,0,3011130.65
2817,u.wright,27,0,0,1,0,3915585.813
2818,z.agyei,19,0,0,1,0,5635756.88
2819,q.sarfo,26,0,0,1,0,1665488.354
2820,c.gheorghe,18,1,0,0,0,2215725.267
2821,i.koomson,22,1,0,0,0,570811.442
2822,l.obote,24,1,0,0,0,7496855.918
2823,i.abeja,33,1,0,0,0,649204.9825
2824,j.namatovu,16,1,0,0,0,9073145.344
2825,t.ichikawa,22,1,0,0,0,5890683.014
2826,z.nabaweesi,18,1,0,0,0,9185384.492
2827,n.gheorghe,31,1,0,0,0,3315911.966
2828,l.amadu,18,1,0,0,0,6595242.369
2829,s.avraham,32,1,1,0,0,6813750.346
2830,g.mwebaze,29,0,0,0,1,1852533.402
2831,p.kabugo,23,0,0,0,1,3712811.841
2832,c.ji,25,0,1,0,0,9318090.012
2833,q.nabutono,27,0,1,0,0,9413021.594
2834,p.bauri,23,0,1,0,0,8365342.294
2835,a.miura,31,0,1,0,0,632231.277
2836,u.guerin,17,0,1,0,0,2048403.727
2837,g.hartmann,23,1,1,0,0,9978454.436
2838,j.rukundo,27,1,1,0,0,2176521.986
2839,a.haruna,25,0,0,1,0,7436238.931
2840,d.svensson,27,0,0,1,0,6781897.843
2841,o.khainza,35,0,0,1,0,2037647.643
2842,y.eyotaru,24,0,0,1,0,2524281.047
2843,d.martini,29,0,0,1,0,9057356.987
2844,s.namugere,30,0,0,1,0,6452381.592
2845,f.kalule,23,0,0,1,0,7022316.093
2846,t.nouri,22,0,0,1,0,3742125.623
2847,v.thompson,20,0,0,1,0,9664377.992
2848,v.binali,25,0,0,1,0,7454581.423
2849,s.mlakar,33,1,0,0,0,9097044.231
2850,q.gunther,24,1,0,0,0,8582165.741
2851,j.wan,24,1,0,0,0,9478889.486
2852,z.makore,22,1,0,0,0,893860.4443
2853,n.nantege,19,1,0,1,0,3036830.952
2854,a.olobo,27,1,1,0,0,9706238.676
2855,d.kayira,21,1,1,0,0,9888115.191
2856,e.wibowo,28,0,0,0,1,1143147.948
2857,r.wanyama,38,0,0,0,1,5812622
2858,j.nkrumah,25,0,0,0,1,6020062.129
2859,m.matsumoto,29,0,1,0,0,7283778.138
2860,c.nyesiga,26,0,1,0,0,6435050.144
2861,y.diallo,19,0,1,0,0,6541895.682
2862,g.baey,26,0,1,0,0,1754337.349
2863,i.makavan,28,0,1,0,0,4620230.126
2864,h.alobo,21,1,1,0,0,859943.4288
2865,o.nampeera,21,1,1,0,0,4344863.048
2866,b.longoli,31,0,0,1,0,1618942.843
2867,a.tay,32,0,0,1,0,7974270.344
2868,d.yusof,22,0,0,1,0,2628244.515
2869,b.stewart,24,0,0,1,0,8184202.277
2870,h.steiner,22,0,0,1,0,9648812.937
2871,k.mirkovi,27,0,0,1,0,1232691.878
2872,y.aidoo,25,0,0,1,0,2062207.04
2873,h.nsamba,25,1,0,0,0,7238110.506
2874,e.estrada,25,1,0,0,0,7276066.169
2875,a.popescu,24,1,0,0,0,5919390.025
2876,x.yau,18,1,0,0,0,2803049.886
2877,k.aliyu,24,1,0,0,0,4307624.366
2878,k.muhumuza,22,1,1,0,0,1489714.065
2879,k.namuwaya,24,1,1,0,0,9993986.553
2880,n.bondarenko,16,1,1,0,0,4756063.298
2881,s.tamale,27,0,0,0,1,7849320.368
2882,k.makaza,25,0,1,0,0,6758621.892
2883,r.akech,26,0,1,0,0,4047806.071
2884,l.egger,22,0,1,0,0,6513243.334
2885,z.cher,25,0,1,0,0,7185749.268
2886,g.baey,26,0,1,0,0,609888.9263
2887,t.nkhoma,29,0,1,0,0,8164922.581
2888,q.mbambu,23,1,1,0,0,592257.9263
2889,y.nabulo,19,1,1,0,0,7629652.015
2890,z.chipeta,28,0,0,1,0,9562694.035
2891,d.asaba,28,0,0,1,0,9730984.488
2892,s.chided,22,0,0,1,0,4080377.96
2893,s.kaggwa,33,0,0,1,0,5132007.993
2894,e.ta,26,0,0,1,0,2056556.063
2895,z.semakula,25,0,0,1,0,5837389.996
2896,q.aini,23,0,0,1,0,2898370.443
2897,e.ramezani,24,0,0,1,0,6610833.123
2898,v.ram,25,0,0,1,0,1341384.235
2899,z.nakagawa,22,0,0,1,0,2679700.413
2900,a.akoth,27,0,0,1,0,2650855.763
2901,g.siddiqui,25,1,0,0,0,1120331.832
2902,u.nalumansi,31,1,0,0,0,479467.5447
2903,f.heng,29,1,0,0,0,785635.3946
2904,i.kakuru,19,1,0,0,0,7710062.138
2905,c.ssentamu,21,1,0,0,0,3745633.626
2906,i.nugraha,20,1,0,0,0,188942.6931
2907,g.dijkstra,18,1,0,1,0,843716.9353
2908,u.chio,31,1,1,0,0,1101993.418
2909,z.marini,28,0,0,0,1,7675362.199
2910,x.adikini,25,0,0,0,1,4888687.597
2911,v.kumwenda,28,0,0,0,1,8381043.436
2912,j.rolland,28,0,1,0,0,9560540.411
2913,m.kusiima,27,0,1,0,0,7937206.885
2914,a.vang,23,0,1,0,0,4104256.261
2915,y.ferrara,20,0,1,0,0,2521026.581
2916,h.david,21,0,1,0,0,510865.3108
2917,k.abalo,27,0,1,1,0,7386151.394
2918,e.nakanjako,20,1,1,0,0,7735718.102
2919,v.garcia,29,0,0,1,0,8070099.364
2920,a.sihombing,28,0,0,1,0,2143062.606
2921,f.nassolo,19,0,0,1,0,7154206.619
2922,m.tumuramye,26,0,0,1,0,5038409.681
2923,e.ruzvidzo,19,0,0,1,0,8191589.334
2924,i.kabagenyi,23,0,0,1,0,6116926.773
2925,t.chebet,23,0,0,1,0,3954514.417
2926,z.rojas,21,0,0,1,0,3993381.645
2927,i.ssentongo,20,0,0,1,0,7613673.783
2928,x.nazari,24,1,0,1,0,395603.8407
2929,m.carpentier,26,0,1,1,0,8943356.346
2930,y.niemi,28,1,0,0,0,9275303.427
2931,y.wood,28,1,0,0,0,7005152.463
2932,e.alowo,23,1,0,0,0,4743322.049
2933,f.njoku,28,1,0,0,0,1747065.586
2934,w.kayange,25,1,0,0,0,3727644.54
2935,l.edwards,26,1,1,0,0,2805120.155
2936,u.nakazibwe,27,0,0,0,1,434340.6027
2937,f.walker,33,0,0,0,1,9531312.456
2938,p.tetteh,21,0,0,0,1,5389565.865
2939,v.waswa,29,0,1,0,0,7056902.951
2940,v.mattila,25,0,1,0,0,1154373.866
2941,i.aidoo,29,0,1,0,0,6981822.555
2942,q.johnsen,19,0,1,0,0,4064552.267
2943,h.twongirwe,30,0,1,1,0,5141960.048
2944,p.saputra,34,0,1,1,0,5321870.305
2945,a.logose,25,1,1,0,0,2449963.129
2946,q.nakityo,28,1,1,0,0,4487652.729
2947,n.kamusiime,27,0,0,1,0,3504997.897
2948,a.tumuhaise,22,0,0,1,0,5192675.035
2949,h.farina,23,0,0,1,0,1715624.429
2950,s.debnath,27,0,0,1,0,3504308.539
2951,i.namugosa,25,0,0,1,0,9858033.5
2952,g.tukwasibwe,19,1,0,1,0,2436121.151
2953,a.berisha,23,1,0,1,0,452632.8579
2954,t.kafuko,31,0,1,1,0,321981.1025
2955,l.lechner,23,1,0,0,0,5520256.096
2956,c.namutebi,31,1,0,0,0,3895391.744
2957,n.ono,23,1,0,0,0,8411087.176
2958,j.lysenko,20,1,0,0,0,5590507.087
2959,r.arai,29,1,0,0,0,3430863.048
2960,h.turyatunga,24,1,0,1,0,1531141.728
2961,t.zoabi,19,1,1,0,0,396645.5505
2962,n.namwanje,29,1,1,0,0,8937607.691
2963,h.ochan,20,0,0,0,1,5936558.206
2964,x.neri,26,0,0,0,1,6972101.931
2965,m.ngamita,30,0,0,0,1,8088326.869
2966,m.nankwanga,24,0,1,0,0,7322574.952
2967,b.kor,30,0,1,0,0,6434523.624
2968,s.peretz,22,0,1,0,0,4372628.244
2969,k.vandenberg,27,0,1,0,0,6674452.898
2970,x.muhwezi,27,0,1,0,0,8166910.882
2971,r.gentile,29,0,1,0,0,5867797.71
2972,g.chong,22,0,1,0,0,5566156.315
2973,d.pellegrino,30,0,1,1,0,9939035.165
2974,m.vasquez,27,1,1,0,0,6801154.925
2975,i.mlambo,28,1,1,0,0,6645950.847
2976,d.iskandar,29,0,0,1,0,9412648.299
2977,f.hove,30,0,0,1,0,4895516.605
2978,c.boyko,30,0,0,1,0,3787301.568
2979,b.masika,30,0,0,1,0,3966618.938
2980,b.weiss,34,0,0,1,0,5195883.909
2981,b.wright,30,0,0,1,0,1901592.773
2982,k.machava,31,0,0,1,0,7475806.857
2983,q.majawa,29,0,0,1,0,7058233.905
2984,z.kayendeke,20,0,0,1,0,4098481.089
2985,z.mutandwa,33,0,0,1,0,3507826.664
2986,m.purnomo,27,1,0,0,0,7136819.777
2987,d.morales,23,1,0,0,0,384436.3437
2988,f.diaz,29,1,0,0,0,9032022.906
2989,x.nakanwagi,26,1,0,0,0,873467.8437
2990,w.markovi,28,1,1,0,0,7777550.16
2991,q.musimenta,33,0,0,0,1,8475993.073
2992,c.leroy,27,0,0,0,1,158532.1585
2993,j.agaba,23,0,1,0,0,2834404.631
2994,e.mutebi,27,0,1,0,0,6716314.449
2995,v.mahagna,32,0,1,0,0,6212692.026
2996,j.mukalazi,22,0,1,0,0,4603464.337
2997,a.nyasulu,29,0,1,0,0,6889676.323
2998,i.joseph,29,0,1,0,0,6013683.929
2999,a.bruno,29,1,1,0,0,8667862.646
3000,a.nakiranda,19,0,0,1,0,8216282.868
3001,q.sam,34,0,0,1,0,8146983.976
3002,s.kasamba,26,0,0,1,0,9168708.638
3003,r.navarro,32,0,0,1,0,3938640.133
3004,t.nagujja,25,0,0,1,0,1874546.374
3005,f.omara,19,0,0,1,0,2523554.798
3006,y.deng,22,0,0,1,0,6466333.112
3007,a.acheng,24,0,0,1,0,8416560.19
3008,d.tawiah,36,0,0,1,0,841254.4286
3009,m.happy,24,0,0,1,0,7005311.9
3010,c.mwesige,30,1,0,1,0,2805830.227
3011,l.musoki,33,1,0,0,0,3973857.457
3012,v.mudondo,24,1,0,0,0,6600521.723
3013,h.mubaiwa,32,1,0,0,0,3477105.187
3014,i.nyamande,23,1,0,0,0,1732064.425
3015,x.joly,22,1,1,0,0,4292795.616
3016,s.zandamela,33,0,0,0,1,3854067.03
3017,r.schubert,20,0,1,0,0,5750676.311
3018,o.nabirye,28,0,1,0,0,5314987.736
3019,q.annan,18,0,1,0,0,5852289.87
3020,t.binmohamed,22,0,1,0,0,9292940.449
3021,h.leong,23,0,1,0,0,1852239.55
3022,c.kawooya,23,0,1,1,0,7185083.199
3023,f.mtambo,27,1,1,0,0,6303479.608
3024,w.torok,23,1,1,0,0,4019145.084
3025,x.boateng,26,1,1,0,0,5003835.846
3026,q.higenyi,23,1,1,0,0,2746702.725
3027,o.bintimohamad,28,0,0,1,0,1537540.734
3028,p.ferri,22,0,0,1,0,4048276.367
3029,y.phe,31,0,0,1,0,3893906.037
3030,v.abiria,26,0,0,1,0,579938.9824
3031,x.heikkila,26,0,0,1,0,6840565.886
3032,m.nabukwasi,28,0,0,1,0,7700251.572
3033,i.amoah,27,0,0,1,0,8902194.104
3034,f.kollar,30,0,0,1,0,4758426.524
3035,v.lao,25,0,0,1,0,8082182.464
3036,k.najjuma,30,0,1,1,0,1609091.885
3037,s.mbewe,25,0,1,1,0,2654986.248
3038,b.maturu,28,1,0,0,0,4787400.219
3039,d.athieno,31,1,0,0,0,1155073.191
3040,h.mafabi,23,1,1,0,0,4397873.726
3041,r.dewit,23,1,1,0,0,4210218.257
3042,d.masereka,26,1,1,0,0,2990328.861
3043,r.wambi,29,1,1,0,0,1397110.498
3044,m.janssens,31,0,0,0,1,9358164.788
3045,p.johansson,29,0,0,0,1,2231859.325
3046,n.kozowski,17,0,1,0,0,753107.3403
3047,a.nassanga,28,0,1,0,0,2654599.084
3048,m.ferrara,22,0,1,0,0,2939877.364
3049,y.ferrara,20,0,1,0,0,5405652.758
3050,z.yosef,20,0,1,0,0,8900286.078
3051,t.achan,28,0,1,0,0,1175999.224
3052,c.kavis,25,0,1,1,0,5884352.051
3053,j.ptersons,26,1,1,0,0,1131263.934
3054,o.magi,27,0,0,1,0,625479.4375
3055,c.magombo,22,0,0,1,0,5498039.72
3056,m.tang,27,0,0,1,0,709240.1033
3057,k.mpofu,23,0,0,1,0,2275815.016
3058,a.janssen,21,0,0,1,0,7120445.607
3059,d.nishimura,26,0,0,1,0,6919808.017
3060,e.koc,28,0,0,1,0,1952624.022
3061,w.karlsson,31,0,0,1,0,2392802.724
3062,c.bai,24,0,0,1,0,3010384.454
3063,q.ariko,31,1,0,0,0,4488542.085
3064,c.kadosh,28,1,0,0,0,1519423.493
3065,p.musiime,25,1,0,0,0,8309397.131
3066,j.hakim,16,1,0,0,0,5557062.231
3067,z.bintizakaria,27,1,0,0,0,486216.6935
3068,l.kyalisiima,22,1,1,0,0,4871203.504
3069,d.namugerwa,28,1,1,0,0,4887141.402
3070,c.guerrero,27,1,1,0,0,3729940.508
3071,w.nasiru,33,0,0,0,1,5394058.647
3072,g.magnusson,23,0,1,0,0,2076358.324
3073,h.cardoso,30,0,1,0,0,1413525.605
3074,h.ruiz,24,0,1,0,0,9738797.441
3075,a.kiss,24,0,1,0,0,9622237.228
3076,i.nayak,24,0,1,0,0,7865963.912
3077,v.alvarez,24,0,1,0,0,2242668.354
3078,j.tse,18,0,0,1,0,8582927.985
3079,w.twinamatsiko,27,0,0,1,0,5793777.856
3080,k.ferrari,21,0,0,1,0,5742707.214
3081,d.shahar,24,0,0,1,0,878552.4999
3082,f.fujihara,23,0,0,1,0,6863284.951
3083,j.ssempijja,26,0,0,1,0,26736.30731
3084,p.byamukama,30,0,0,1,0,8456673.441
3085,q.tiko,20,0,0,1,0,9713580.268
3086,w.alves,19,0,0,1,0,1833021.229
3087,e.kuhn,21,0,1,1,0,3645175.307
3088,d.obeng,24,1,0,0,0,2679764.038
3089,c.joly,21,1,0,0,0,7760698.242
3090,t.acom,28,1,0,0,0,1973383.005
3091,f.siddiqui,20,1,0,0,0,5140941.033
3092,s.sarpong,33,1,0,0,0,9273915.036
3093,d.tukamuhebwa,21,1,1,0,0,8031842.769
3094,f.ribeiro,30,0,0,0,1,9975198.755
3095,s.aslan,32,0,0,0,1,7685319.756
3096,f.kabanda,21,0,1,0,0,7262840.196
3097,v.nakayima,28,0,1,0,0,5672621.031
3098,a.lombardi,28,0,1,0,0,1972702.219
3099,a.avako,25,0,1,0,0,3969172.82
3100,b.supriatna,18,0,1,0,0,8415868.898
3101,g.abbas,22,0,1,0,0,7251123.943
3102,n.nyesiga,20,0,1,0,0,3142157.97
3103,z.alupo,18,1,1,0,0,5910049.028
3104,a.logose,25,1,1,0,0,3246502.649
3105,c.namutebi,31,1,1,0,0,5919461.437
3106,r.jacobs,26,1,1,0,0,6831838.681
3107,c.danquah,24,0,0,1,0,2197993.762
3108,j.tsan,26,0,0,1,0,7334824.935
3109,z.kituyi,20,0,0,1,0,2009962.351
3110,d.mo,30,0,0,1,0,7443751.051
3111,e.nakayiza,24,0,0,1,0,961853.5676
3112,s.wafula,22,0,0,1,0,3204906.075
3113,h.byamugisha,23,0,0,1,0,1514440.203
3114,h.makoni,22,0,0,1,0,4182651.065
3115,t.teo,32,0,0,1,0,8863157.965
3116,g.cossa,32,0,0,1,0,4803100.552
3117,s.rahmani,28,0,0,1,0,9754970.678
3118,x.emmanuel,26,1,0,1,0,4229168.414
3119,e.saka,25,1,0,0,0,6111153.825
3120,f.namajja,25,1,0,1,0,2572311.211
3121,x.vtols,26,1,1,0,0,8971586.966
3122,m.iqbal,28,1,1,0,0,4769430.64
3123,l.barman,22,1,1,0,0,9346674.655
3124,u.atugonza,21,1,1,0,0,8800194.237
3125,n.kyohirwe,27,0,0,0,1,164626.2169
3126,e.bintiismail,23,0,0,0,1,8997187.074
3127,g.namugere,24,0,1,0,0,5625161.878
3128,m.amsalem,26,0,1,0,0,9898853.976
3129,a.karlsson,29,0,1,0,0,9833000.608
3130,l.kawuma,23,0,1,0,0,9556424.388
3131,v.alharbi,25,0,1,0,0,4943818.597
3132,f.hughes,27,0,1,1,0,6748075.692
3133,j.wan,24,1,1,0,0,479390.0421
3134,u.alshehri,17,1,1,0,0,1145146.635
3135,a.andama,20,0,0,1,0,7132814.234
3136,y.nassuuna,24,0,0,1,0,5539325.229
3137,j.kyarisiima,21,0,0,1,0,1230128.091
3138,o.takeda,17,0,0,1,0,6940482.429
3139,q.coppola,24,0,0,1,0,4693818.517
3140,v.mhlanga,27,0,0,1,0,9678007.338
3141,j.kawano,23,0,0,1,0,5537101.359
3142,d.mabhena,27,0,0,1,0,8826318.072
3143,f.yunusa,26,0,0,1,0,127438.096
3144,t.neves,29,0,0,1,0,9330329.875
3145,h.robert,21,1,0,0,0,8958964.877
3146,t.jabarin,18,1,0,0,0,2923042.469
3147,z.basile,18,1,0,0,0,6248554.007
3148,b.zheng,27,1,0,0,0,4236047.166
3149,y.mutema,27,1,0,0,0,8793041.239
3150,j.lysenko,20,1,0,0,0,349461.1506
3151,y.manuel,17,1,1,0,0,6939458.52
3152,c.asiku,19,1,1,0,0,175283.2669
3153,b.obonyo,32,1,1,0,0,3904600.362
3154,r.ssembatya,28,1,1,0,0,349923.419
3155,y.kyosiimire,26,0,0,0,1,2212818.406
3156,x.driscoll,20,0,0,0,1,2624571.72
3157,p.addae,33,0,0,0,1,5102257.686
3158,a.fekete,17,0,1,0,0,8693105.875
3159,d.muhammad,30,0,1,0,0,5395808.525
3160,i.ndoro,17,0,1,0,0,6185465.982
3161,e.sommer,26,0,1,0,0,3877488.199
3162,p.susanto,27,0,1,0,0,6817839.961
3163,o.musonza,30,0,1,0,0,2856757.536
3164,i.marie,27,0,1,0,0,782967.6321
3165,z.musenero,28,0,1,1,0,4276182.741
3166,k.opio,26,1,1,0,0,6915823.16
3167,z.ahmetovi,28,1,1,0,0,7582394.051
3168,o.naderi,27,0,0,1,0,1929484.29
3169,a.nabuuma,22,0,0,1,0,8447699.429
3170,b.ban,20,0,0,1,0,8382719.395
3171,b.polak,22,0,0,1,0,3191143.008
3172,l.mulyani,33,0,0,1,0,2099757.725
3173,o.wagner,25,0,0,1,0,7181381.984
3174,s.bukirwa,23,0,0,1,0,8813011.259
3175,a.palmieri,34,0,1,1,0,8460582.106
3176,i.berg,25,1,0,0,0,803621.3938
3177,g.lombardo,22,1,1,0,0,8404560.644
3178,l.alanyo,22,1,1,0,0,9202068.645
3179,f.kimera,23,0,0,0,1,8663718.873
3180,t.okello,22,0,0,0,1,7843083.755
3181,c.asiku,19,0,1,0,0,6097656.833
3182,f.kabanda,21,0,1,0,0,2440162.736
3183,h.lwanga,20,0,1,0,0,2628222.219
3184,j.takali,22,0,1,0,0,1182928.102
3185,s.vidal,31,0,1,0,0,5503143.441
3186,b.akullu,22,0,1,0,0,9274400.689
3187,z.mlilo,26,0,1,0,0,6644924.68
3188,g.munsaka,31,1,1,0,0,6150680.167
3189,m.maimon,32,1,1,0,0,463416.164
3190,u.madondo,23,1,1,0,0,8458445.88
3191,w.kuhn,22,1,1,0,0,4318737.158
3192,j.leng,23,1,1,0,0,4287303.626
3193,m.hassan,28,1,1,0,0,3499.491434
3194,w.santoro,27,0,0,1,0,2671725.958
3195,e.gamal,27,0,0,1,0,5555464.471
3196,i.chandra,23,0,0,1,0,5447673.215
3197,p.igwe,34,0,0,1,0,6519461.112
3198,s.binramli,32,0,0,1,0,2609386.87
3199,j.mushabe,29,0,0,1,0,548317.4534
3200,k.oloya,28,0,0,1,0,1456395.474
3201,b.lai,31,0,0,1,0,4126319.637
3202,k.kyosiimire,21,0,0,1,0,3284108.133
3203,a.musonza,34,1,0,0,0,683291.9433
3204,m.reilly,18,1,0,0,0,6382883.023
3205,u.atugonza,21,1,0,0,0,8454383.222
3206,e.cortez,23,1,1,0,0,8268316.605
3207,j.testa,17,1,1,0,0,9597349.63
3208,t.karmakar,29,1,1,0,0,8863441.38
3209,y.horvath,27,1,1,0,0,4279417.602
3210,f.salonen,22,1,1,0,0,5081851.522
3211,v.bwambale,33,0,0,0,1,8888048.421
3212,d.taniguchi,29,0,1,0,0,4098883.321
3213,c.shaheen,20,0,1,0,0,5680305.87
3214,z.hasna,18,0,1,0,0,8659362.417
3215,w.noguchi,26,0,1,0,0,598642.9184
3216,m.muwanga,23,0,1,0,0,6914086.448
3217,v.amini,18,0,1,0,0,9487965.225
3218,p.atukwatse,18,1,1,0,0,9000539.545
3219,u.oyella,33,1,1,0,0,5462402.448
3220,m.anderson,27,1,1,0,0,1030230.17
3221,e.apiyo,21,1,1,0,0,8658395.179
3222,s.namanya,31,0,0,1,0,6436544.637
3223,e.fujii,20,0,0,1,0,967948.2631
3224,f.shkreli,25,0,0,1,0,8450147.208
3225,g.namanya,29,0,0,1,0,2576822.914
3226,h.kaweesi,28,0,0,1,0,9718100.996
3227,u.muller,23,0,0,1,0,5947005.288
3228,x.bintiawang,30,0,0,1,0,7668377.433
3229,o.tshuma,25,0,1,1,0,3316542.228
3230,d.tshuma,25,1,0,0,0,1990463.321
3231,b.ghorbani,26,1,0,0,0,814917.0283
3232,b.okyere,21,1,0,1,0,5739828.033
3233,j.lorenz,24,1,1,0,0,7719587.928
3234,k.vandermeer,18,1,1,0,0,8401027.672
3235,c.kwakye,28,1,1,0,0,6338280.508
3236,k.imai,28,1,1,0,0,316028.8717
3237,u.dewi,23,1,1,0,0,4255026.62
3238,u.yamasaki,23,0,0,0,1,1140901.422
3239,s.bintiothman,37,0,0,0,1,5102848.871
3240,t.bukar,28,0,0,0,1,4958513.116
3241,b.guillot,26,0,1,0,0,8183065.546
3242,b.nalwanga,32,0,1,0,0,1256211.959
3243,k.kaudha,22,0,1,0,0,7159214.943
3244,t.orishaba,26,0,1,0,0,1307173.688
3245,x.odongo,26,0,1,0,0,5235200.204
3246,o.soleimani,22,1,1,0,0,3621014.631
3247,u.sun,24,1,1,0,0,6174354.362
3248,o.barone,32,0,0,1,0,1377882.783
3249,g.sande,24,0,0,1,0,649693.3916
3250,o.kembabazi,20,0,0,1,0,4641311.804
3251,t.muhumuza,19,0,0,1,0,2035494.84
3252,c.mashiri,22,0,0,1,0,1422790.599
3253,k.ahimbisibwe,22,0,0,1,0,3252600.661
3254,l.wenene,25,0,0,1,0,8241207.248
3255,q.mutabazi,22,1,0,0,0,3196851.896
3256,o.chelimo,20,1,0,0,0,3526328.216
3257,o.ghanbari,23,1,1,0,0,6938820.47
3258,q.nampijja,18,1,1,0,0,4050571.83
3259,a.lamunu,20,0,0,0,1,3537897.92
3260,k.adero,24,0,0,0,1,2554132.078
3261,t.makaza,29,0,1,0,0,8834028.209
3262,w.nantale,19,0,1,0,0,6765266.472
3263,h.taniguchi,18,0,1,0,0,5194875.097
3264,j.bah,20,0,1,0,0,2864192.862
3265,k.akullu,29,0,1,0,0,2828574.325
3266,t.mugoya,21,0,1,0,0,2693275.611
3267,n.grgi,23,0,1,0,0,6054660.954
3268,c.kova,27,0,1,0,0,3858634.438
3269,r.rusere,22,0,1,0,0,4481050.684
3270,h.rees,24,0,1,1,0,9879254.626
3271,c.nafuna,23,1,1,0,0,1241525.911
3272,h.kovacs,18,1,1,0,0,9351083.08
3273,x.opira,18,1,1,0,0,5452949.228
3274,e.ayerango,25,1,1,0,0,793969.0155
3275,v.nabbosa,22,1,1,0,0,9103594.163
3276,e.muwanguzi,25,1,1,0,0,2077225.573
3277,a.namataka,20,0,0,1,0,6151907.186
3278,d.kugonza,23,0,0,1,0,3753451.602
3279,k.kao,20,0,0,1,0,3278863.198
3280,m.guma,19,0,0,1,0,8643892.142
3281,u.francisco,27,0,0,1,0,2338133.975
3282,v.chauke,27,0,0,1,0,1760130.945
3283,k.nanyonjo,21,0,0,1,0,4067815.211
3284,h.parn,26,0,0,1,0,1238725.264
3285,c.nurjanah,28,0,0,1,0,2519304.774
3286,c.oloya,25,0,0,1,0,8830671.049
3287,m.heinonen,27,0,0,1,0,6854304.571
3288,q.turinawe,26,0,0,1,0,7771915.219
3289,y.binabubakar,21,1,0,0,0,5625190.443
3290,e.tahirovi,23,1,0,0,0,1060032.002
3291,s.lombardo,29,1,0,0,0,8067819.581
3292,z.basile,18,1,0,0,0,8689060.935
