,Player Name,Age,League,Squad,Country,Position,Annualized Salary
746,f.schafer,24,B,Solemn Leopards,Rosvi,FW,22680000
747,r.bintimohamed,20,B,Solemn Leopards,Coastpa Barleslands,FWDF,28750000
748,q.okiror,33,B,Solemn Leopards,Dosqaly,FWMF,34100000
749,s.abdullahi,27,B,Solemn Leopards,Dosqaly,FWMF,27380000
750,z.heinonen,22,B,Solemn Leopards,Dosqaly,FWMF,27090000
751,k.baumann,25,B,Solemn Leopards,Tabhu Striary,FWMF,24230000
752,a.mbusa,35,B,Solemn Leopards,Dosqaly,GK,22320000
753,n.tumwesigye,37,B,Solemn Leopards,Dosqaly,GK,16350000
754,a.odaga,30,B,Solemn Leopards,Byasier Pujan,MF,19460000
755,d.cauhan,17,B,Solemn Leopards,Dosqaly,MF,26690000
756,f.kobugabe,20,B,Solemn Leopards,Dosqaly,MF,23400000
757,k.makaza,25,B,Solemn Leopards,Dosqaly,MF,30230000
758,q.muhammed,24,B,Solemn Leopards,Dosqaly,MF,11250000
759,q.ruzvidzo,25,B,Solemn Leopards,Dosqaly,MF,22830000
760,t.toth,21,B,Solemn Leopards,Dosqaly,MF,19890000
761,w.damico,20,B,Solemn Leopards,Dosqaly,MF,24330000
762,j.odeke,20,B,Somber Stallions,Byasier Pujan,DF,6730000
763,m.chavula,31,B,Somber Stallions,Dosqaly,DF,18200000
764,w.aciro,28,B,Somber Stallions,Dosqaly,DF,20240000
765,i.nabatanzi,36,B,Somber Stallions,Greri Landmoslands,DF,16110000
766,p.nahabwe,20,B,Somber Stallions,Greri Landmoslands,DF,6510000
767,s.lamptey,20,B,Somber Stallions,Manlisgamncent,DF,24140000
768,m.nagudi,26,B,Somber Stallions,Pitpu Biaal,DF,20320000
769,l.james,#N/A,B,Somber Stallions,Varijitri Isles,DF,18100000
770,l.sichali,20,B,Somber Stallions,Central Democracy of Boekrainego,FW,25480000
771,n.rebane,#N/A,B,Somber Stallions,Varijitri Isles,FW,31730000
772,e.teixeira,20,B,Somber Stallions,Slandsganiamayotteque,FWMF,19540000
773,k.koppel,#N/A,B,Somber Stallions,Varijitri Isles,FWMF,28720000
774,i.kumari,25,B,Somber Stallions,Dosqaly,GK,14620000
775,e.longwe,21,B,Somber Stallions,Dosqaly,MF,16210000
776,e.tumukunde,24,B,Somber Stallions,Dosqaly,MF,23790000
777,g.jesus,29,B,Somber Stallions,Dosqaly,MF,14090000
778,k.gao,25,B,Somber Stallions,Greri Landmoslands,MF,27140000
779,x.durand,#N/A,B,Somber Stallions,Greri Landmoslands,MF,34480000
780,l.aguilar,24,B,Somber Stallions,Lefghau,MF,20940000
781,j.ginting,18,B,Somber Stallions,Dosqaly,MFDF,40290000
782,k.guillaume,22,B,Somber Stallions,Dosqaly,MFFW,28400000
783,o.kuloba,25,B,Supreme Janes,Central Namemo Laand,DF,14250000
784,g.asiedu,32,B,Supreme Janes,Dosqaly,DF,17950000
785,l.hasegawa,28,B,Supreme Janes,Dosqaly,DF,12520000
786,o.alon,29,B,Supreme Janes,Dosqaly,DF,20180000
787,c.amoding,20,B,Supreme Janes,Iverde,DF,15490000
788,i.nantale,30,B,Supreme Janes,Lefghau,DF,15230000
789,j.ferri,28,B,Supreme Janes,Reugha,DF,11090000
790,g.suad,28,B,Supreme Janes,Lefghau,DFMF,14680000
791,b.asamoah,21,B,Supreme Janes,Dosqaly,FW,32860000
792,e.nankunda,23,B,Supreme Janes,Dosqaly,FW,17250000
793,k.balogun,23,B,Supreme Janes,Lenia Gerdanho,FW,13740000
794,h.sentongo,28,B,Supreme Janes,Reugha,FW,23370000
795,b.roche,26,B,Supreme Janes,Dosqaly,FWMF,32890000
796,e.lund,25,B,Supreme Janes,Republic of Denand Landsa,FWMF,34320000
797,r.mkandla,28,B,Supreme Janes,Southern Ristan,FWMF,23710000
798,o.burgos,21,B,Supreme Janes,Dosqaly,GK,20640000
799,l.mirzaei,21,B,Supreme Janes,Biarizea,MF,27350000
800,c.sagal,20,B,Supreme Janes,Dosqaly,MF,10210000
801,p.lo,26,B,Supreme Janes,Dosqaly,MF,24590000
802,m.okumu,23,B,Supreme Janes,Nganion,MF,10420000
803,b.apio,27,B,Supreme Janes,Pierrema,MF,33340000
804,g.albrecht,23,B,Supreme Janes,Dosqaly,MFFW,17110000
805,h.pang,22,B,Supreme Janes,Dosqaly,MFFW,15340000
806,k.macuacua,24,B,Supreme Janes,Dosqaly,MFFW,18460000
807,y.makavan,20,B,Supreme Janes,Dosqaly,MFFW,37100000
808,h.romero,23,B,Swift Rustlers,Coastpa Barleslands,DF,22690000
809,d.tweheyo,19,B,Swift Rustlers,Dosqaly,DF,17560000
810,h.mphande,18,B,Swift Rustlers,Dosqaly,DF,10830000
811,m.kamya,22,B,Swift Rustlers,Dosqaly,DF,20370000
812,c.kazibwe,23,B,Swift Rustlers,Lefghau,DF,13410000
813,o.bosnjak,26,B,Swift Rustlers,Northern Namemo Laand,DF,25600000
814,j.dahiru,28,B,Swift Rustlers,Rarita,DF,19090000
815,n.ferhatovi,19,B,Swift Rustlers,Rosvi,DF,7210000
816,a.schmidt,27,B,Swift Rustlers,Dosqaly,DFFW,34970000
817,a.nunez,20,B,Swift Rustlers,Rarita,DFMF,22730000
818,l.castro,29,B,Swift Rustlers,Dosqaly,FW,28080000
819,z.pinto,23,B,Swift Rustlers,Republic of Denand Landsa,FW,22360000
820,y.salminen,18,B,Swift Rustlers,Dosqaly,FWMF,27410000
821,u.musa,#N/A,B,Swift Rustlers,Esia,FWMF,33290000
822,f.monday,30,B,Swift Rustlers,Pahon,FWMF,23440000
823,m.sardar,19,B,Swift Rustlers,Sobianitedrucy,FWMF,29670000
824,q.permana,29,B,Swift Rustlers,Dosqaly,GK,8550000
825,g.ahin,20,B,Swift Rustlers,Nkasland Cronestan,GK,8530000
826,r.odur,32,B,Swift Rustlers,Sobianitedrucy,GK,14990000
827,b.guillot,26,B,Swift Rustlers,Central Diasongo,MF,24890000
828,c.langa,20,B,Swift Rustlers,Dosqaly,MF,20670000
829,f.perrin,21,B,Swift Rustlers,Dosqaly,MF,16290000
830,g.nabasa,18,B,Swift Rustlers,Dosqaly,MF,27930000
831,p.byarugaba,20,B,Swift Rustlers,Greri Landmoslands,MF,26640000
832,y.molnar,33,B,Swift Rustlers,Nganion,MF,17110000
833,k.pavi,18,B,Swift Rustlers,Southern Ristan,MF,29270000
834,r.majoni,21,B,Swift Rustlers,Coastpa Barleslands,MFDF,10300000
835,e.eliyahu,20,B,Swift Rustlers,Dosqaly,MFFW,20560000
836,l.prasad,#N/A,B,Swift Rustlers,Eastern Sleboube,MFFW,27020000
837,o.ninsiima,25,B,Swift Rustlers,Greri Landmoslands,MFFW,30680000
838,c.danquah,24,B,Unaccountable Foxes,Byasier Pujan,DF,29950000
839,f.kavalio,19,B,Unaccountable Foxes,Central Diasongo,DF,22730000
840,b.nandudu,19,B,Unaccountable Foxes,Dosqaly,DF,10250000
841,j.delemovi,25,B,Unaccountable Foxes,Dosqaly,DF,18760000
842,d.byogero,33,B,Unaccountable Foxes,Lefghau,DF,20620000
843,u.arthur,31,B,Unaccountable Foxes,Lefghau,DF,15250000
844,e.nakayiza,#N/A,B,Unaccountable Foxes,Mico,DF,17040000
845,d.vuji,30,B,Unaccountable Foxes,Pierrema,DF,13740000
846,s.nayiga,27,B,Unaccountable Foxes,Sobianitedrucy,DF,13800000
847,h.nyombi,#N/A,B,Unaccountable Foxes,Southern Ristan,DF,14450000
848,j.rinaldi,23,B,Unaccountable Foxes,Central Diasongo,DFFW,28380000
849,i.nanangwe,17,B,Unaccountable Foxes,Dosqaly,DFMF,13990000
850,y.manjate,#N/A,B,Unaccountable Foxes,Byasier Pujan,FW,29160000
851,f.got,27,B,Unaccountable Foxes,Central Namemo Laand,FW,34500000
852,d.atyang,20,B,Unaccountable Foxes,Dosqaly,FW,6340000
853,r.nor,17,B,Unaccountable Foxes,Dosqaly,FW,3850000
854,t.kuok,22,B,Unaccountable Foxes,Dosqaly,FW,28260000
855,u.iskandar,24,B,Unaccountable Foxes,Dosqaly,FW,26800000
856,z.ndawula,24,B,Unaccountable Foxes,Eastern Covaki,FW,30310000
857,h.mubaiwa,32,B,Unaccountable Foxes,Rarita,FW,32680000
858,e.konig,16,B,Unaccountable Foxes,Dosqaly,FWMF,22350000
859,f.carbone,29,B,Unaccountable Foxes,Greri Landmoslands,GK,14750000
860,m.mugeni,20,B,Unaccountable Foxes,Dosqaly,MF,31860000
861,b.akullu,22,B,Unaccountable Foxes,Lefghau,MF,35470000
862,i.oryema,28,B,Unaccountable Foxes,Lefghau,MF,21620000
863,s.nabasa,22,B,Unaccountable Foxes,Lefghau,MF,32830000
864,x.mendez,22,B,Unaccountable Foxes,Lefghau,MF,26530000
865,o.nakisige,18,B,Unaccountable Foxes,Reugha,MF,26490000
866,m.azulay,22,B,Unaccountable Foxes,Dosqaly,MFFW,27760000
867,y.peter,29,B,Unethical Comets,Central Namemo Laand,DF,8630000
868,b.nassozi,35,B,Unethical Comets,Dosqaly,DF,12940000
869,b.pandit,20,B,Unethical Comets,Dosqaly,DF,2580000
870,k.cohen,28,B,Unethical Comets,Dosqaly,DF,13280000
871,r.dube,21,B,Unethical Comets,Dosqaly,DF,15590000
872,d.nangiro,29,B,Unethical Comets,Greri Landmoslands,DF,26150000
873,l.kalnis,42,B,Unethical Comets,Lefghau,DF,20970000
874,m.mizrahi,24,B,Unethical Comets,Rosvi,DF,16950000
875,h.afriyie,23,B,Unethical Comets,Dosqaly,DFMF,28760000
876,r.okwera,17,B,Unethical Comets,Dosqaly,FW,29250000
877,c.abaho,28,B,Unethical Comets,Pierrema,FW,38250000
878,d.masuku,26,B,Unethical Comets,Dosqaly,FWMF,28620000
879,a.uy,22,B,Unethical Comets,People's Land of Maneau,FWMF,21490000
880,g.parisi,30,B,Unethical Comets,Rosvi,FWMF,22570000
881,l.dahl,22,B,Unethical Comets,Dosqaly,GK,12440000
882,y.bintiomar,26,B,Unethical Comets,Quewenia,GK,29220000
883,g.ampofo,27,B,Unethical Comets,Buhegeor,MF,14480000
884,g.heydari,28,B,Unethical Comets,Dosqaly,MF,20250000
885,i.namutosi,18,B,Unethical Comets,Dosqaly,MF,13170000
886,j.opolot,28,B,Unethical Comets,Dosqaly,MF,17900000
887,k.nakazzi,18,B,Unethical Comets,Dosqaly,MF,13070000
888,x.kamble,28,B,Unethical Comets,Dosqaly,MF,30570000
889,j.mutyaba,30,B,Unethical Comets,Dosqaly,MFDF,12350000
890,o.isaac,20,B,Unethical Comets,Dosqaly,MFDF,11050000
891,e.rashidi,28,B,Unethical Comets,Landli Blicporlip,MFFW,36630000
892,h.isa,33,B,Villainous Eagles,Central Diasongo,DF,11130000
893,k.weiss,23,B,Villainous Eagles,Central Diasongo,DF,11910000
894,y.bano,30,B,Villainous Eagles,Central Diasongo,DF,18970000
895,g.baig,21,B,Villainous Eagles,Dosqaly,DF,16750000
896,m.okori,19,B,Villainous Eagles,Dosqaly,DF,9650000
897,s.parisi,32,B,Villainous Eagles,Dosqaly,DF,15050000
898,u.heilig,31,B,Villainous Eagles,Dosqaly,DF,12230000
899,u.binsalleh,30,B,Villainous Eagles,Unicorporated Tiagascar,DF,24250000
900,e.kinoshita,28,B,Villainous Eagles,Biarizea,FW,32340000
901,e.ajwang,28,B,Villainous Eagles,Central Namemo Laand,FW,33790000
902,j.natukunda,22,B,Villainous Eagles,Dosqaly,FW,27530000
903,l.zamani,21,B,Villainous Eagles,Dosqaly,FW,7010000
904,p.kamya,27,B,Villainous Eagles,Dosqaly,FW,20570000
905,o.musiimenta,27,B,Villainous Eagles,Ucame Ofne,FW,38280000
906,x.nabaggala,26,B,Villainous Eagles,Biarizea,FWMF,25100000
907,z.ogawa,25,B,Villainous Eagles,Coastpa Barleslands,FWMF,9880000
908,c.brzis,26,B,Villainous Eagles,Dosqaly,FWMF,26410000
909,c.hu,18,B,Villainous Eagles,Dosqaly,FWMF,10580000
910,f.adiru,16,B,Villainous Eagles,Dosqaly,FWMF,25850000
911,d.businge,23,B,Villainous Eagles,Greri Landmoslands,FWMF,36530000
912,q.yamazaki,23,B,Villainous Eagles,Pierrema,FWMF,33190000
913,j.mercier,23,B,Villainous Eagles,Dosqaly,GK,18790000
914,g.song,18,B,Villainous Eagles,Dosqaly,MF,15690000
915,m.ojo,25,B,Villainous Eagles,Dosqaly,MF,23210000
916,n.kigongo,23,B,Villainous Eagles,Dosqaly,MF,29350000
917,p.nieminen,33,B,Villainous Eagles,Dosqaly,MF,23450000
918,p.romero,27,B,Villainous Eagles,Dosqaly,MF,22450000
919,t.parn,20,B,Villainous Eagles,Dosqaly,MF,10300000
920,y.kat,33,B,Villainous Eagles,Dosqaly,MFDF,15120000
921,j.nakamya,24,B,Villainous Eagles,Dosqaly,MFFW,23650000
922,t.lwanga,24,B,Villainous Eagles,Reugha,MFFW,31190000
923,b.waon,24,B,Weak Blimps,Badad,DF,24550000
924,n.nakacwa,25,B,Weak Blimps,Central Diasongo,DF,20510000
925,v.koller,24,B,Weak Blimps,Coastpa Barleslands,DF,29470000
926,d.hi,17,B,Weak Blimps,Dosqaly,DF,7930000
927,k.okwir,21,B,Weak Blimps,Dosqaly,DF,22190000
928,m.begu,19,B,Weak Blimps,Dosqaly,DF,13420000
929,m.lunkuse,20,B,Weak Blimps,Dosqaly,DF,13390000
930,q.binabdrahman,20,B,Weak Blimps,Dosqaly,DF,15420000
931,z.akoth,21,B,Weak Blimps,Dosqaly,DF,20790000
932,j.irawan,19,B,Weak Blimps,Giumle Lizeibon,DF,13790000
933,b.kayondo,24,B,Weak Blimps,Lefghau,DF,22820000
934,p.tumwine,36,B,Weak Blimps,Lefghau,DF,11470000
935,x.lubega,22,B,Weak Blimps,Lefghau,DF,18240000
936,g.kasamba,21,B,Weak Blimps,Quewenia,DF,14300000
937,f.fournier,24,B,Weak Blimps,Pierrema,DFMF,36220000
938,j.yeo,19,B,Weak Blimps,Dosqaly,FW,31480000
939,p.khoh,#N/A,B,Weak Blimps,Mico,FW,28650000
940,f.shaikh,20,B,Weak Blimps,Dosqaly,FWMF,27450000
941,i.irumba,20,B,Weak Blimps,Dosqaly,FWMF,9680000
942,j.nakayama,21,B,Weak Blimps,Dosqaly,FWMF,36110000
943,k.bintiali,20,B,Weak Blimps,Dosqaly,FWMF,27100000
944,m.mubangizi,24,B,Weak Blimps,Greri Landmoslands,FWMF,30740000
945,t.winkler,19,B,Weak Blimps,Quewenia,FWMF,30510000
946,c.vtols,27,B,Weak Blimps,Imaar Vircoand,GK,13780000
947,a.kozowski,19,B,Weak Blimps,Dosqaly,MF,33600000
948,b.nalugwa,19,B,Weak Blimps,Dosqaly,MF,21760000
949,n.maeda,27,B,Weak Blimps,Dosqaly,MF,32650000
950,t.nyanzi,30,B,Weak Blimps,Dosqaly,MF,17690000
951,p.li,22,B,Weak Blimps,Dosqaly,MFFW,25480000
952,t.kuok,22,B,Weak Blimps,Dosqaly,MFFW,16260000
953,o.ssenabulya,20,B,Weak Blimps,Pierrema,MFFW,35940000
954,b.waon,24,B,Wet Monarchs,Badad,DF,12510000
955,f.aminu,31,B,Wet Monarchs,Dosqaly,DF,9950000
956,j.wojciechowski,22,B,Wet Monarchs,Dosqaly,DF,24120000
957,l.akech,23,B,Wet Monarchs,Dosqaly,DF,22950000
958,l.binosman,28,B,Wet Monarchs,Dosqaly,DF,22250000
959,q.becker,25,B,Wet Monarchs,Dosqaly,DF,18040000
960,u.mousavi,21,B,Wet Monarchs,Dosqaly,DF,14190000
961,x.kyei,26,B,Wet Monarchs,Dosqaly,DF,19810000
962,n.bianco,25,B,Wet Monarchs,Lylimi,DF,25860000
963,d.anyango,25,B,Wet Monarchs,Redohrainbri,DF,19190000
964,l.lukwago,23,B,Wet Monarchs,Coastpa Barleslands,FW,34160000
965,l.chandia,32,B,Wet Monarchs,Dosqaly,FW,26060000
966,m.maimon,32,B,Wet Monarchs,Dosqaly,FW,28180000
967,s.gwenzi,26,B,Wet Monarchs,Pierrema,FW,22870000
968,m.ramirez,20,B,Wet Monarchs,Reugha,FW,15200000
969,c.dominguez,19,B,Wet Monarchs,Southern Viout Aman,FW,26470000
970,l.amule,19,B,Wet Monarchs,Dosqaly,FWMF,13510000
971,a.serrano,27,B,Wet Monarchs,Pierrema,FWMF,21980000
972,g.razak,29,B,Wet Monarchs,Dosqaly,GK,19280000
973,p.tse,22,B,Wet Monarchs,Biarizea,MF,10450000
974,y.yanti,24,B,Wet Monarchs,Coastpa Barleslands,MF,27740000
975,b.murray,24,B,Wet Monarchs,Danan Seekeeling,MF,19160000
976,b.ndlovu,21,B,Wet Monarchs,Dosqaly,MF,30380000
977,c.rathod,22,B,Wet Monarchs,Dosqaly,MF,17110000
978,j.nakubulwa,25,B,Wet Monarchs,Dosqaly,MF,10360000
979,z.wati,22,B,Wet Monarchs,Dosqaly,MF,19390000
980,x.tu,20,B,Wet Monarchs,Rarita,MF,17810000
981,g.mbeiza,21,B,Wet Monarchs,Tito Mia,MF,23030000
982,v.krisensen,31,B,Wet Monarchs,Dosqaly,MFDF,20390000
983,u.kristiansen,19,B,Wet Monarchs,Dosqaly,MFFW,24180000
984,y.jokinen,27,B,Wet Monarchs,Dosqaly,MFFW,30640000
985,w.okumu,26,B,Wet Monarchs,Unicorporated Tiagascar,MFFW,23720000
986,t.hoe,24,B,Wet Monarchs,Xikong,MFFW,31080000
987,s.busch,33,C,Awkward Trailblazers,Galamily,DF,17250000
988,p.konadu,22,C,Awkward Trailblazers,Giumle Lizeibon,DF,18850000
989,d.okech,34,C,Awkward Trailblazers,Leoneku Guidisia,DF,19640000
990,s.chemutai,24,C,Awkward Trailblazers,Rosvi,DF,16490000
991,q.busobozi,31,C,Awkward Trailblazers,Varijitri Isles,DF,23860000
992,x.ahmad,#N/A,C,Awkward Trailblazers,Xikong,DF,15410000
993,i.nartey,20,C,Awkward Trailblazers,Esia,DFFW,16800000
994,g.chee,20,C,Awkward Trailblazers,Deshslands Landdenhai,FW,4310000
995,b.hadzi,25,C,Awkward Trailblazers,Esia,FW,22530000
996,q.scott,20,C,Awkward Trailblazers,Byasier Pujan,FWMF,27710000
997,b.ionescu,18,C,Awkward Trailblazers,Esia,FWMF,5860000
998,d.isabirye,22,C,Awkward Trailblazers,Esia,FWMF,26060000
999,h.odoi,18,C,Awkward Trailblazers,Esia,FWMF,32200000
1000,o.pellegrini,27,C,Awkward Trailblazers,Esia,FWMF,27060000
1001,j.nyondo,20,C,Awkward Trailblazers,Giumle Lizeibon,FWMF,12540000
1002,g.chakanyuka,24,C,Awkward Trailblazers,Loco Phirema,FWMF,34860000
1003,r.mbeiza,20,C,Awkward Trailblazers,Slandsganiamayotteque,FWMF,24000000
1004,g.prasetyo,28,C,Awkward Trailblazers,Galamily,GK,20940000
1005,a.ashaba,27,C,Awkward Trailblazers,Byasier Pujan,MF,31220000
1006,e.gupta,23,C,Awkward Trailblazers,Esia,MF,21910000
1007,h.gimbo,31,C,Awkward Trailblazers,Esia,MF,13380000
1008,z.sng,27,C,Awkward Trailblazers,Esia,MF,21240000
1009,a.ross,20,C,Awkward Trailblazers,Esia,MFDF,18520000
1010,p.ssempijja,31,C,Awkward Trailblazers,Esia,MFDF,11770000
1011,e.doyle,25,C,Awkward Trailblazers,Esia,MFFW,10240000
1012,k.ozols,26,C,Awkward Trailblazers,Esia,MFFW,33220000
1013,h.manyika,30,C,Awkward Trailblazers,Lylimi,MFFW,28740000
1014,s.nachum,26,C,Blue Jaguars,Byasier Pujan,DF,1790000
1015,r.yeko,18,C,Blue Jaguars,Esia,DF,18830000
1016,s.magezi,28,C,Blue Jaguars,Esia,DF,20800000
1017,z.mugeni,#N/A,C,Blue Jaguars,Galamily,DF,22130000
1018,f.ashaba,23,C,Blue Jaguars,Giumle Lizeibon,DF,27630000
1019,f.namukasa,25,C,Blue Jaguars,Nancipenuaroe,DF,11740000
1020,e.patra,20,C,Blue Jaguars,People's Land of Maneau,DF,25180000
1021,q.ogwang,30,C,Blue Jaguars,Redohrainbri,DF,15780000
1022,s.oduro,25,C,Blue Jaguars,Republic of Denand Landsa,DF,18120000
1023,m.schwartz,20,C,Blue Jaguars,Slandsganiamayotteque,DF,18340000
1024,a.grgi,30,C,Blue Jaguars,Unicorporated Tiagascar,DF,16260000
1025,r.dahl,18,C,Blue Jaguars,Byasier Pujan,DFMF,7470000
1026,b.jalali,25,C,Blue Jaguars,Rosvi,DFMF,37200000
1027,n.khalil,28,C,Blue Jaguars,Dastatesne,FW,32550000
1028,g.leclercq,18,C,Blue Jaguars,Dosqaly,FW,23990000
1029,e.bah,21,C,Blue Jaguars,Mico,FW,29330000
1030,i.tukundane,28,C,Blue Jaguars,Pierrema,FW,34980000
1031,v.ikeda,26,C,Blue Jaguars,Southern Viout Aman,FW,20710000
1032,f.ankrah,17,C,Blue Jaguars,Esia,FWDF,35720000
1033,x.walusimbi,23,C,Blue Jaguars,Lefghau,FWDF,20820000
1034,s.armah,24,C,Blue Jaguars,Mico,FWDF,22620000
1035,y.marlina,27,C,Blue Jaguars,Isle of Lababwe,FWMF,37040000
1036,z.davies,#N/A,C,Blue Jaguars,Manlisgamncent,FWMF,27900000
1037,a.mor,35,C,Blue Jaguars,Esia,GK,22000000
1038,h.nakimera,30,C,Blue Jaguars,Esia,GK,11000000
1039,z.kasibante,22,C,Blue Jaguars,Esia,MF,28640000
1040,x.aminah,24,C,Blue Jaguars,Reugha,MF,14620000
1041,d.hsu,30,C,Blue Jaguars,Esia,MFDF,26200000
1042,q.roche,#N/A,C,Blue Jaguars,Giumle Lizeibon,MFDF,22390000
1043,m.omony,#N/A,C,Blue Jaguars,Giumle Lizeibon,MFFW,30660000
1044,i.nalubwama,23,C,Fiery Governors,Byasier Pujan,DF,18990000
1045,m.watson,24,C,Fiery Governors,Dosqaly,DF,19520000
1046,b.nanyunja,19,C,Fiery Governors,Esia,DF,8050000
1047,i.khalili,22,C,Fiery Governors,Esia,DF,14550000
1048,l.khachatryan,32,C,Fiery Governors,Esia,DF,19080000
1049,n.bintisulaiman,20,C,Fiery Governors,Esia,DF,14470000
1050,r.magaya,27,C,Fiery Governors,Esia,DF,30090000
1051,s.nassazi,28,C,Fiery Governors,Esia,DF,15390000
1052,z.frank,26,C,Fiery Governors,Esia,DF,22870000
1053,x.mulder,26,C,Fiery Governors,Giumle Lizeibon,DF,19590000
1054,l.arai,23,C,Fiery Governors,Nganion,DF,17740000
1055,y.jain,24,C,Fiery Governors,Esia,DFFW,24060000
1056,f.apili,21,C,Fiery Governors,Nancipenuaroe,DFFW,9500000
1057,d.morales,23,C,Fiery Governors,Dosqaly,FW,21630000
1058,l.nakirya,26,C,Fiery Governors,Esia,FW,27610000
1059,i.peeters,#N/A,C,Fiery Governors,Giumle Lizeibon,FW,27340000
1060,x.hofer,#N/A,C,Fiery Governors,New Uwi,FW,23830000
1061,q.tshia,20,C,Fiery Governors,Esia,FWDF,28760000
1062,f.lemaire,29,C,Fiery Governors,Landli Blicporlip,FWDF,6230000
1063,a.ngabirano,#N/A,C,Fiery Governors,Xikong,FWMF,29650000
1064,l.nalukenge,25,C,Fiery Governors,Esia,GK,11470000
1065,q.ghoe,22,C,Fiery Governors,Esia,GK,8760000
1066,j.andersen,25,C,Fiery Governors,Central Namemo Laand,MF,30880000
1067,a.omara,30,C,Fiery Governors,Esia,MF,30190000
1068,f.nakimuli,26,C,Fiery Governors,Esia,MF,23250000
1069,k.sah,20,C,Fiery Governors,Liacra,MF,17680000
1070,c.abbo,19,C,Fiery Governors,Esia,MFDF,16850000
1071,v.athieno,24,C,Fiery Governors,Quewenia,MFDF,17260000
1072,m.nakaggwa,26,C,Fiery Governors,Byasier Pujan,MFFW,20230000
1073,y.dupont,17,C,Fiery Governors,Esia,MFFW,19580000
1074,b.munemo,26,C,Fiery Governors,Giumle Lizeibon,MFFW,31350000
1075,l.kovalenko,25,C,Horrible Flames,Byasier Pujan,DF,15130000
1076,z.okon,22,C,Horrible Flames,Byasier Pujan,DF,15080000
1077,c.rodriguez,31,C,Horrible Flames,Esia,DF,28880000
1078,f.mugide,26,C,Horrible Flames,Esia,DF,25590000
1079,k.nyakudya,24,C,Horrible Flames,Esia,DF,16050000
1080,k.ohayon,31,C,Horrible Flames,Esia,DF,9150000
1081,y.takeuchi,#N/A,C,Horrible Flames,Giumle Lizeibon,DF,16650000
1082,e.pour,27,C,Horrible Flames,Lefghau,DF,13740000
1083,g.nansamba,24,C,Horrible Flames,Manlisgamncent,DF,13880000
1084,p.ategeka,21,C,Horrible Flames,Saintswacroa,DF,25250000
1085,l.kavi,28,C,Horrible Flames,Western Niasland,DF,8120000
1086,t.nakku,19,C,Horrible Flames,Byasier Pujan,DFFW,13080000
1087,c.nabaggala,17,C,Horrible Flames,Esia,FW,10980000
1088,k.jakobsson,#N/A,C,Horrible Flames,Galamily,FW,31650000
1089,i.nagadya,27,C,Horrible Flames,Imaar Vircoand,FW,38320000
1090,m.nyirongo,20,C,Horrible Flames,Lefghau,FW,33430000
1091,v.mudondo,24,C,Horrible Flames,People's Land of Maneau,FW,24560000
1092,a.namubiru,21,C,Horrible Flames,Dosqaly,FWMF,30140000
1093,j.adam,30,C,Horrible Flames,Esia,FWMF,36500000
1094,w.ainomugisha,22,C,Horrible Flames,Thaijagypt,FWMF,31670000
1095,i.agwang,27,C,Horrible Flames,Esia,GK,10490000
1096,r.aguilar,21,C,Horrible Flames,Esia,GK,12440000
1097,m.krlievi,#N/A,C,Horrible Flames,Leoneku Guidisia,GK,11420000
1098,d.safitri,23,C,Horrible Flames,Esia,MF,32140000
1099,k.ntale,27,C,Horrible Flames,Esia,MF,33550000
1100,l.ndoro,17,C,Horrible Flames,Esia,MF,13990000
1101,l.abbasi,#N/A,C,Horrible Flames,Giumle Lizeibon,MF,27920000
1102,o.ortega,21,C,Horrible Flames,Imaar Vircoand,MF,28230000
1103,e.mtetwa,#N/A,C,Horrible Flames,Leoneku Guidisia,MF,8660000
1104,y.thin,31,C,Horrible Flames,Northern Namemo Laand,MF,16390000
1105,a.dickson,#N/A,C,Little Lollipops,Esia,DF,23560000
1106,c.denis,30,C,Little Lollipops,Esia,DF,24410000
1107,h.morgan,20,C,Little Lollipops,Esia,DF,19780000
1108,e.nabaasa,#N/A,C,Little Lollipops,Giumle Lizeibon,DF,19760000
1109,c.msukwa,25,C,Little Lollipops,Pierrema,DF,42340000
1110,h.arthur,#N/A,C,Little Lollipops,Quewenia,DF,10530000
1111,p.naiga,34,C,Little Lollipops,Xikong,DF,25000000
1112,z.testa,#N/A,C,Little Lollipops,Giumle Lizeibon,DFFW,22370000
1113,k.eyotaru,#N/A,C,Little Lollipops,Dosqaly,FW,32180000
1114,u.nhantumbo,27,C,Little Lollipops,Dosqaly,FW,37860000
1115,e.tumuhimbise,29,C,Little Lollipops,Esia,FW,41030000
1116,m.li,32,C,Little Lollipops,Iverde,FWDF,27200000
1117,c.khalil,28,C,Little Lollipops,Esia,FWMF,30800000
1118,m.mathieu,#N/A,C,Little Lollipops,Quewenia,FWMF,40620000
1119,e.namakoye,32,C,Little Lollipops,Esia,GK,26150000
1120,r.yiga,#N/A,C,Little Lollipops,Quewenia,GK,26120000
1121,a.mumpande,29,C,Little Lollipops,Esia,MF,16800000
1122,m.chan,23,C,Little Lollipops,Esia,MF,32480000
1123,n.ngabirano,18,C,Little Lollipops,Esia,MF,19900000
1124,m.yanti,#N/A,C,Little Lollipops,Ledian,MF,22160000
1125,o.obeng,#N/A,C,Little Lollipops,Quewenia,MFDF,24040000
1126,n.nalule,31,C,Little Lollipops,Esia,MFFW,35930000
1127,m.bonnet,21,C,Little Lollipops,Giumle Lizeibon,MFFW,19480000
