,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
830,w.longwe,Ultimate Longhorns,15810000,16512860.4,16322312.2,16402616.59,16362762.06,16395478.56,16542941.13,16390248.74,16445978.39,16780449.78,15810000
831,k.marufu,Ultimate Longhorns,27530000,28637431.06,29219847.09,27530000,27530000,27530000,27530000,27530000,27530000,27530000,27530000
832,f.asare,Ultimate Longhorns,25850000,26977943.99,26726406.12,27083702.16,26999205.64,26687651.52,26818952.48,26753788.69,26807281.52,27048388.89,26798730.54
833,r.magaya,Ultimate Longhorns,24380000,25463854.3,25170017.18,25293851.51,25232393.36,25282844.23,25510240.66,25274779.52,25360718.1,25876493.72,24380000
834,h.marroquin,Ultimate Longhorns,28120000,29161344.54,29423624.58,29152042.67,29251164.6,29846062.49,28120000,28120000,28120000,28120000,28120000
835,d.amongi,Ultimate Longhorns,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000
836,j.namale,Ultimate Longhorns,33480000,34968410.25,34564896.43,34734952.77,34650554.95,34719836.95,35032110.64,34708762.04,34826777.76,35535070.13,33480000
837,y.romano,Ultimate Longhorns,15440000,15979825.82,16011776.66,16155788.18,16006669.23,16061094.64,16387738.44,15440000,15440000,15440000,15440000
838,u.duval,Ultimate Longhorns,25150000,26081359,26315937.35,26073039.58,26161692.38,26693757.88,25150000,25150000,25150000,25150000,25150000
839,k.nasution,Ultimate Longhorns,33080000,34523419.24,34201528.61,34658756.96,34550627.57,34151934.71,34319959.31,34236569.82,34305024.08,34613566.9,34294081.48
840,t.obong,Ultimate Longhorns,11230000,11622632.38,11645871.24,11750615.37,11642156.44,11681741.76,11919320.12,11230000,11230000,11230000,11230000
841,f.nakimuli,Ultimate Longhorns,33020000,34595893.43,34487960.17,34089990.45,34257710.29,34174472.05,34242802.15,34550785.34,34231879.4,34348273.65,35046834.4
842,i.kyalisiima,Ultimate Longhorns,21970000,22793515.9,22738132.98,22783596.71,22988514.66,22776329.21,22853772.62,23318563.05,21970000,21970000,21970000
843,q.ow,Ultimate Longhorns,25170000,26142437.39,26268272.74,26023351.72,26371248.87,26288975.09,25985616.58,26113463.6,26050013.98,26102099.64,26336864.54
844,c.asadi,Ultimate Longhorns,27240000,28292411.38,28428595.53,28163532.02,28540040.5,28451000.45,28122693.51,28261054.76,28192387,28248756.23,28502828.37
845,a.aceng,Weak Chargers,15610000,16291129.82,16139234.03,16354993.84,16303969.06,16115831.34,16195119.85,16155769.5,16188072.13,16333669.27,16182908.46
846,c.namugga,Weak Chargers,20530000,21431174.68,21323172.01,21425810.06,21226039.37,21509802.91,21442696.01,21195260.57,21299539.44,21247786.53,21290270.39
847,h.weber,Weak Chargers,23690000,24457658.2,24577987.79,24518269.02,24567292.04,24788252.72,24559455.57,24642961.92,25144140.12,23690000,23690000
848,o.sanchez,Weak Chargers,25500000,26364539.89,26716998.26,26633645.8,26326310.01,26455833.2,26391551.71,26444320.26,26682163.12,26435885.06,26525771.59
849,a.alghamdi,Weak Chargers,12110000,12554453.65,12597140.94,12853336.3,12110000,12110000,12110000,12110000,12110000,12110000,12110000
850,l.oroma,Weak Chargers,16730000,17357101.55,17314927.84,17349548.15,17505591.72,17344014,17402986.62,17756921.24,16730000,16730000,16730000
851,z.moller,Weak Chargers,17490000,18145589.13,18101499.58,18137692.6,18300824.82,18131907.05,18193558.63,18563571.58,17490000,17490000,17490000
852,j.okullo,Weak Chargers,28370000,29466068.68,29607902.17,29331843,29723970.22,29631236.52,29289310.39,29433411.29,29361894.98,29420602.58,29685214.42
853,p.nyondo,Weak Chargers,18510000,19243228.1,19035138.29,19374289.13,19322505.76,19225129.76,19317668.99,19137554.25,19393397.56,19332893.48,19109803.85
854,i.ly,Weak Chargers,22170000,22798974.38,23205185.85,23143163.3,23026533.05,23137370.15,22921641.15,23228072.61,23155604.99,22888403.64,23001012.63
855,z.mayr,Weak Chargers,33660000,35231689.48,35137522.63,34960446.66,35128727.07,34801192.65,35266437.7,35156412.45,34750729.21,34921699.83,34836848.25
856,q.virtanen,Weak Chargers,26160000,27046916.21,27408497.04,27322987.22,27007696.85,27140572.41,27074627.16,27128761.49,27372760.28,27120107.97,27212320.98
857,h.driscoll,Weak Chargers,32520000,33947481.76,33776403.01,33938984.09,33622542.63,34072030.72,33965731.82,33573788.29,33738968.46,33656990.65,33724286.07
858,p.wan,Weak Chargers,19610000,20813701.47,19610000,19610000,19610000,19610000,19610000,19610000,19610000,19610000,19610000
859,g.kaya,Weak Chargers,12850000,13450006.23,13414057.21,13346456.91,13410699.43,13285660.3,13463271.67,13421268.57,13266395.43,13331664.97,13299272.13
860,u.colin,Weak Chargers,26440000,27461503.56,27593688.17,27336409.2,27701860.16,27615435.1,27296770.06,27431067.84,27364416.75,27419130.5,27665740.9
861,l.rahimi,Weak Chargers,29080000,30170024.69,30096718.57,30156895.42,30428129.55,30147275.98,30249781.88,30864989.23,29080000,29080000,29080000
862,g.obrien,Weak Chargers,20060000,20835013.67,20935301.99,20740104.71,21017371.97,20951801.36,20710030.54,20811922.12,20761354.01,20802865.27,20989968.32
863,u.tkachenko,Weak Chargers,23050000,24061791.34,23940531.66,24055768.24,23831476.25,24150070.98,24074726.89,23796919.44,23913998.25,23855892.82,23903591.45
864,a.chelimo,White Firebirds,21760000,22776041.68,22715166.15,22600692.79,22709480.13,22497740.7,22798505.18,22727377.75,22465117.87,22575644.33,22520790.79
865,w.aubert,White Firebirds,23320000,24408882.91,24343643.13,24220963.05,24337549.47,24110630.2,24432956.84,24356730.2,24075668.6,24194118.83,24135332.78
866,t.hermawan,White Firebirds,22820000,23815732.38,23593678.44,23909094.13,23834501.85,23559466.45,23675377.01,23617851.37,23665074.05,23877920.09,23657525.38
867,u.adjei,White Firebirds,28580000,29506115.29,29651282.86,29579237.17,29638379.33,29904949.88,29628925.3,29729668.71,30334298.22,28580000,28580000
868,h.yong,White Firebirds,15520000,16209967.95,16022914.95,16101746.33,16062622.84,16094739.23,16239496.93,16089605.34,16144312.75,16472649,15520000
869,e.hor,White Firebirds,19890000,20658445.75,20757884.18,20564341.11,20839258.64,20774243.72,20534521.81,20635549.9,20585410.33,20626569.8,20812087.23
870,y.thungu,White Firebirds,26070000,27214355.76,27077208.69,27207543.52,26953864.9,27314201.75,27228986.12,26914780.47,27047198.89,26981480.51,27035428.59
871,x.natamba,White Firebirds,3540000,3703314.93,3680228.39,3640431.63,3705293.55,3695390.08,3676767.12,3694465.06,3660018.48,3708947.99,3697376.71
872,x.james,White Firebirds,35250000,36932321.13,36817098.6,36392252.07,36571298.84,36482439.12,36555383.89,36884166.66,36543723.47,36667978.38,37413716.31
873,e.tushemereirwe,White Firebirds,14770000,15286400.73,15316965.11,15454727.42,15312079.31,15364143,15676612.48,14770000,14770000,14770000,14770000
874,r.zamani,White Firebirds,31490000,32706609.19,32864040.86,32557622,32992873.54,32889941.42,32510411.85,32670360.3,32590978.95,32656142.94,32949855.55
875,i.diallo,White Firebirds,23550000,24583739.1,24459849.05,24577585.34,24348428.01,24673933.69,24596955.24,24313121.59,24432740.08,24373374.22,24422107.53
876,c.fuentes,White Firebirds,37500000,38905637.06,38811105.45,38888706.26,39238475.18,38876301.56,39008487.64,39801825.86,37500000,37500000,37500000
877,w.zarei,White Firebirds,15320000,16035338.17,15992479.11,15911884.81,15988475.9,15839402,16051153.47,16001076.61,15816434.09,15894249.59,15855630.28
878,z.eshun,White Firebirds,27410000,28613175.74,28468979.29,28606013.34,28339295.62,28718153.82,28628558.09,28298202.25,28437426.98,28368330.68,28425051.7
879,w.isah,White Firebirds,36100000,37822887.73,37704886.8,37269795.74,37453159.95,37362157.51,37436861.23,37773572.1,37424919.64,37552170.77,38315891.03
880,j.pedro,White Firebirds,36520000,38123063.77,37930942.13,38113520.87,37758156.73,38262932.41,38143558.61,37703405.55,37888903.08,37796841.89,37872414.74
881,p.uddin,White Firebirds,27520000,28411766.72,28551550.19,28482176.59,28539125.24,28795808.98,28530021.84,28627028.79,29209233.27,27520000,27520000
882,x.tambala,Coy Sunbirds,15610000,16188072.13,16333669.27,16182908.46,16237933.12,16568173.38,15610000,15610000,15610000,15610000,15610000
883,f.racz,Coy Sunbirds,10920000,10920000,10920000,10920000,10920000,10920000,10920000,10920000,10920000,10920000,10920000
884,e.manhica,Coy Sunbirds,22320000,23043264.29,23156635.18,23100369.96,23146557.97,23354740.42,23139174.69,23217851.84,23690046.75,22320000,22320000
885,i.janssens,Coy Sunbirds,22030000,22838531.29,22916186.2,23382245.97,22030000,22030000,22030000,22030000,22030000,22030000,22030000
886,j.otoo,Coy Sunbirds,6960000,7265512.7,7228898.06,7263694.01,7195968.53,7292168.94,7269418.62,7185534.03,7220886.24,7203341.17,7217743.88
887,w.ongom,Coy Sunbirds,10320000,10680816.22,10702171.96,10798428.37,10698758.19,10735135.8,10953462.48,10320000,10320000,10320000,10320000
888,s.owor,Coy Sunbirds,27580000,28544274.35,28601347.17,28858590.54,28592223.92,28689442.37,29272916.19,27580000,27580000,27580000,27580000
889,u.molla,Coy Sunbirds,21250000,22029904.22,22104809.66,22554367.99,21250000,21250000,21250000,21250000,21250000,21250000,21250000
890,n.katusabe,Coy Sunbirds,30850000,32221489.13,31849673.09,32006370.76,31928602.75,31992442.35,32280185.58,31982237.42,32090982.5,32743635.41,30850000
891,n.magombo,Coy Sunbirds,24880000,25986082.65,25686219.33,25812593.34,25749874.76,25801360.31,26033420.33,25793130.21,25880831.26,26407184.73,24880000
892,n.twesigye,Coy Sunbirds,30880000,31880645.22,32037495.27,31959651.63,32023553.32,32311576.36,32013338.46,32122189.29,32775476.87,30880000,30880000
893,g.lubis,Coy Sunbirds,17470000,18236854.44,18144949.59,18232289.42,18062294.58,18303763.12,18246658.51,18036103.37,18124839.45,18080800.33,18116951.96
894,c.go,Coy Sunbirds,29560000,30930382.03,30644892.64,30749090.52,31374452.6,29560000,29560000,29560000,29560000,29560000,29560000
895,l.foo,Coy Sunbirds,16230000,16838359.72,16797446.44,16831032.07,16982412.06,16825663.32,16882873.45,17226230.23,16230000,16230000,16230000
896,x.dahan,Coy Sunbirds,20490000,21258040.09,21206388.02,21248789.1,21439902.84,21242011.17,21314237.65,21747717.65,20490000,20490000,20490000
897,y.apolot,Coy Sunbirds,12560000,13118376.13,12966998.18,13030794.71,12999132.92,13025124.02,13142273.29,13020969.27,13065242.79,13330958.21,12560000
898,m.graham,Coy Sunbirds,14040000,14710064.92,14664172.04,14494956.57,14566270.52,14530877.88,14559931.62,14690885.11,14555287.3,14604777.77,14901803.6
899,k.binabubakar,Coy Sunbirds,31230000,32288807.09,32720464.93,32618382.68,32241986.73,32400614.55,32321888.62,32386514.58,32677802.13,32376183.94,32486268.5
900,s.moradi,Coy Sunbirds,25690000,26880971.39,26632858.32,26723414.6,27266904.17,25690000,25690000,25690000,25690000,25690000,25690000
901,b.namazzi,Coy Sunbirds,35970000,37290148.46,37416941.34,38177911.37,35970000,35970000,35970000,35970000,35970000,35970000,35970000
902,z.buyinza,Coy Sunbirds,28630000,29690230.94,29957267.85,29680760.37,29781680.03,30387367.32,28630000,28630000,28630000,28630000,28630000
903,e.potonik,Fighting Clippers,19090000,19805562.97,19757440.08,19796944.07,19974999.76,19790629.25,19857920.77,20261782.82,19090000,19090000,19090000
904,x.boyko,Fighting Clippers,25550000,26507707.39,26443299.85,26496171.87,26734481.09,26487720.13,26577782.91,27118310.69,25550000,25550000,25550000
905,z.chavula,Fighting Clippers,20690000,21465536.82,21413380.58,21456195.54,21649174.7,21449351.45,21522282.91,21959994.06,20690000,20690000,20690000
906,x.williams,Fighting Clippers,23070000,24171025.49,24095616.02,23817567.52,23934747.92,23876592.07,23924332.09,24139509.93,23916700.72,23998021.59,24486083.27
907,l.schubert,Fighting Clippers,24140000,25044855.43,24984002.28,25033956.51,25259114.42,25025971.19,25111063.78,25621762.04,24140000,24140000,24140000
908,h.zare,Fighting Clippers,15430000,16008372.8,15969476.19,16001406.34,16145324.59,15996302.22,16050692.38,16377124.61,15430000,15430000,15430000
909,i.gashi,Fighting Clippers,25690000,26522466.83,26652955.1,26588194.64,26641356.37,26880971.39,26632858.32,26723414.6,27266904.17,25690000,25690000
910,m.ayebazibwe,Fighting Clippers,11590000,12143137.64,12105253.13,11965566,12024435.56,11995218.99,12019202.82,12127304.73,12015368.94,12056223.25,12301417.65
911,j.saidu,Fighting Clippers,28870000,30642099,28870000,28870000,28870000,28870000,28870000,28870000,28870000,28870000,28870000
912,f.akwero,Fighting Clippers,25910000,27146565.68,27061873.05,26749595.78,26881201.5,26815886.46,26869503.45,27111170.45,26860932.63,26952264.39,27500408.22
913,k.clark,Fighting Clippers,28530000,29577090.23,29677657.39,30281229.12,28530000,28530000,28530000,28530000,28530000,28530000,28530000
914,h.kirabira,Fighting Clippers,28410000,29373199.15,29765879.24,29673014.79,29330606.56,29474910.64,29403293.49,29462083.86,29727068.79,29452686.06,29552830.23
915,r.nkosi,Fighting Clippers,39160000,40627859.93,40529143.72,40610179.66,40975431.68,40597225.84,40735263.36,41563720.02,39160000,39160000,39160000
916,n.busingye,Fighting Clippers,17410000,18082631.5,18169671.37,18000260.37,18240899.6,18183991.11,17974159.11,18062590.43,18018702.56,18054730.03,18217116.07
917,r.owere,Fighting Clippers,14160000,14684375.48,14816448.23,14679691.47,14729604.93,15029169.45,14160000,14160000,14160000,14160000,14160000
918,z.banda,Fighting Clippers,31770000,32671331.36,33253439.53,33164560.13,32997426.93,33156258.44,32847114.99,33286236.66,33182389.3,32799485.06,32960855.72
919,a.mucunguzi,Fighting Clippers,1e+07,10324043.14,10374836.55,10349628.12,10370321.67,10463593.38,10367013.75,10402263.37,10613820.23,1e+07,1e+07
920,m.delgado,Fighting Clippers,19700000,20367899.44,20640190.81,20575796.95,20338364.99,20438428,20388767.4,20429533.69,20613278.96,20423017.09,20492458.84
921,c.muhammadu,Fighting Clippers,30850000,32196114.98,31895923.75,32322329.27,32221489.13,31849673.09,32006370.76,31928602.75,31992442.35,32280185.58,31982237.42
922,q.liang,Fighting Clippers,24760000,25941681.45,25860747.84,25562330.81,25688095.3,25625679.23,25676916.45,25907857.21,25668726.05,25756004.1,26279818.89
923,w.joao,Fighting Wave,24660000,25359616.97,25811451.65,25742463.1,25612733.65,25736019.3,25496060.93,25836908.91,25756302.17,25459090.38,25584346.93
924,l.achen,Fighting Wave,18600000,19297195.98,19250308.3,19288798.31,19462283.69,19282645.58,19348209.87,19741705.63,18600000,18600000,18600000
925,z.krajnc,Fighting Wave,15340000,15914999.27,15876329.54,15908073.44,16051152.24,15902999.09,15957072.01,16281600.23,15340000,15340000,15340000
926,l.yulianti,Fighting Wave,12860000,13331979.68,13377310.69,13649372.82,12860000,12860000,12860000,12860000,12860000,12860000,12860000
927,o.gamal,Fighting Wave,19030000,19918569.54,19865331.42,19765219.84,19860358.77,19675184.08,19938214.78,19876010.96,19646654.1,19743313.95,19695342.31
928,r.bogere,Fighting Wave,17730000,18818303.27,17730000,17730000,17730000,17730000,17730000,17730000,17730000,17730000,17730000
929,s.nayiga,Fighting Wave,17190000,17954210.64,17747030.16,17834344.03,17791010.74,17826582.95,17986917.02,17820896.64,17881490.73,18245156.98,17190000
930,a.ansah,Fighting Wave,25520000,26640213.24,26505959.56,26633544.71,26385217.96,26737952.77,26654534.93,26346958.09,26476582.88,26412250.96,26465060.9
931,v.rocha,Fighting Wave,16460000,17223074.7,17064104.63,17122125.51,17470348.1,16460000,16460000,16460000,16460000,16460000,16460000
932,l.dewit,Fighting Wave,30540000,32414606.98,30540000,30540000,30540000,30540000,30540000,30540000,30540000,30540000,30540000
933,f.oreilly,Fighting Wave,12420000,12999928.2,12965182.15,12899843.96,12961936.73,12841081.78,13012749.74,12972152.19,12822461.58,12885547,12854238.13
934,g.gonzalez,Fighting Wave,39770000,41668040.03,41538042.88,41058719.57,41260724.96,41160471.03,41242769.28,41613710.87,41229613.68,41369801.42,42211163.05
935,h.kelmendi,Fighting Wave,18760000,19463193.37,19415902.35,19454723.45,19629701.18,19448517.8,19514646.08,19911526.75,18760000,18760000,18760000
936,j.vasquez,Fighting Wave,17430000,18039401.81,18075470.67,18238043.26,18069704.97,18131145.05,18499888.66,17430000,17430000,17430000,17430000
937,a.amongin,Fighting Wave,8340000,8631589.85,8648848.27,8726636.88,8646089.47,8675487.65,8851926.07,8340000,8340000,8340000,8340000
938,n.tkachuk,Fighting Wave,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000
939,k.mohammadzadeh,Fighting Wave,26680000,27680063.92,27612807.82,27668018.22,27916867.14,27659192.69,27753238.67,28317672.37,26680000,26680000,26680000
940,o.maulana,Fighting Wave,16510000,17069747.2,17297946.72,17243980.08,17044995.22,17128855.14,17087236.03,17121401.08,17275392.67,17115939.7,17174136.82
941,a.kalule,Fighting Wave,22920000,23805509.13,23920095.8,23697068.79,24013866.67,23938947.52,23662706.88,23779125.37,23721347.65,23768777.27,23982556.03
942,y.smit,Fighting Wave,30780000,32248988.49,32148377.16,31777404.78,31933746.9,31856155.35,31919850.1,32206940.42,31909668.32,32018166.65,32669338.67
943,e.mugoya,Flying Bombadiers,21430000,22382707.04,22124424.45,22233274.73,22179253.06,22223599.34,22423480.61,22216510.47,22292050.4,22745416.75,21430000
944,h.bhebhe,Flying Bombadiers,16430000,17160423.55,16962402.88,17045856.45,17004439,17038438.5,17191683.92,17033003.59,17090918.72,17438506.64,16430000
945,w.namukose,Flying Bombadiers,9250000,9563607.61,9691460.15,9661224.46,9549739.9,9596723.81,9573406.01,9592547.54,9678823.88,9589487.72,9622093.62
946,g.ribeiro,Flying Bombadiers,34770000,36315759.39,35896698,36073306.68,35985656.97,36057608.45,36381914.18,36046106.81,36168669.74,36904252.94,34770000
947,n.mushabe,Flying Bombadiers,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000,22510000
948,b.angella,Flying Bombadiers,20470000,21425807.59,21368540.95,21260853.93,21363192.01,21164005.16,21446939.39,21380028.61,21133316.31,21237290.42,21185688.76
949,g.abdi,Flying Bombadiers,37470000,38874512.55,38780056.57,38857595.3,39207084.39,38845200.52,38977280.85,39769984.4,37470000,37470000,37470000
950,e.munetsi,Flying Bombadiers,33540000,33540000,33540000,33540000,33540000,33540000,33540000,33540000,33540000,33540000,33540000
951,k.amoding,Flying Bombadiers,36770000,38486904.99,38384037.65,38190600.82,38374429.42,38016632.61,38524863.77,38404672.79,37961506.63,38148273.99,38055582.6
952,m.ogbonna,Flying Bombadiers,24350000,25040822.11,25486976.79,25418855.5,25290756.87,25412492.7,25175550.83,25512114.03,25432520.6,25139045.05,25262727
953,e.bosnjak,Flying Bombadiers,28100000,29396369.95,29213112.35,28897211.56,29412075.89,29333463.63,29185637.29,29326120.94,29052689.05,29441084.36,29349233.21
954,c.majoni,Flying Bombadiers,35250000,36392252.07,36571298.84,36482439.12,36555383.89,36884166.66,36543723.47,36667978.38,37413716.31,35250000,35250000
955,o.night,Flying Bombadiers,29440000,30577407.89,30724590.76,30438119.78,30845036.42,30748805.19,30393983,30543518.8,30469305.19,30530227,30804818.91
956,v.razak,Flying Bombadiers,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000
957,u.mvula,Flying Bombadiers,11410000,11837688.5,11808925.68,11832537.03,11938960.05,11828762.69,11868982.51,12110368.88,11410000,11410000,11410000
958,s.kor,Flying Bombadiers,21330000,22154079.84,22260717.42,22053162.19,22347983.25,22278261.37,22021184.02,22129526.36,22075756.78,22119896.12,22318844.68
959,z.angom,Flying Bombadiers,12890000,13484669.35,13400605.63,13255695.98,13491873.96,13455813.03,13388002.3,13452444.8,13327016.44,13505180.69,13463046.84
960,o.binabdulrahman,Flying Bombadiers,30630000,31974519.26,31813383.28,31966515.45,31668464.97,32091829.68,31991708.66,31622544.14,31778124.35,31700910.93,31764295.28
961,u.lomongin,Flying Bombadiers,20560000,21513147.99,21314580.27,21387053.49,21822014.39,20560000,20560000,20560000,20560000,20560000,20560000
962,h.pichler,Flying Bombadiers,22570000,23359110.67,23405816.01,23616330.26,23398350.03,23477908.43,23955392.26,22570000,22570000,22570000,22570000
963,i.mushonga,Flying Bombadiers,32690000,33915340.68,33832934.32,33900581.54,34205486.76,33889767.95,34004998.96,34696578.33,32690000,32690000,32690000
964,x.aliru,Flying Bombadiers,15660000,16391213.82,16347403.58,16265020.64,16343311.53,16190929.2,16407380.11,16356191.89,16167451.56,16246994.04,16207517.64
965,a.marchenko,Hideous Spartans,20140000,21101190,21035357.9,20792622.88,20894920.81,20844151.03,20885827.84,21073677.07,20879165.69,20950158.43,21376233.94
966,w.hamad,Hideous Spartans,6840000,7115148.15,7259853.04,6840000,6840000,6840000,6840000,6840000,6840000,6840000,6840000
967,d.kos,Hideous Spartans,27220000,27992245.5,28490985.96,28414835.59,28271638.68,28407722.84,28142853.95,28519085.99,28430111.32,28102045.43,28240305.09
968,e.ghosh,Hideous Spartans,14980000,15503742.92,15534741.86,15674462.88,15529786.6,15582590.53,15899502.7,14980000,14980000,14980000,14980000
969,e.nemeth,Hideous Spartans,10410000,10828756.17,11048986.86,10410000,10410000,10410000,10410000,10410000,10410000,10410000,10410000
970,k.nanyondo,Hideous Spartans,35460000,37036434.51,36609056.97,36789170.41,36699781.31,36773160.64,37103902.13,36761430.76,36886425.91,37636606.54,35460000
971,q.krasniqi,Hideous Spartans,16910000,17579848.03,17389745.46,17699580.19,17652272.96,17563314.11,17647854.27,17483308.61,17717036.89,17661762.76,17457956.95
972,z.njoku,Hideous Spartans,22570000,23335202.56,23647162.77,23573387.67,23301365.37,23416006.09,23359110.67,23405816.01,23616330.26,23398350.03,23477908.43
973,l.nanono,Hideous Spartans,18610000,19299168.63,19472747.28,19293012.59,19358612.13,19752319.45,18610000,18610000,18610000,18610000,18610000
974,w.kisitu,Hideous Spartans,20960000,21874572.77,21670617.88,21960324.85,21891812.39,21639194.42,21745657.41,21692820.54,21736194.22,21931691.72,21729260.82
975,k.taremwa,Hideous Spartans,24170000,24953212.27,25075979.94,25015051.17,25065067.48,25290505.2,25057072.23,25142270.57,25653603.5,24170000,24170000
976,y.nanyondo,Hideous Spartans,19030000,19938214.78,19876010.96,19646654.1,19743313.95,19695342.31,19734722.14,19912218.2,19728427.17,19795507.19,20198099.9
977,t.ray,Hideous Spartans,1.9e+07,19829049.74,19644166.97,19906783.02,19844677.26,19615681.97,19712189.44,19664293.43,19703611.17,19880827.42,19697326.12
978,k.thompson,Hideous Spartans,24950000,25795892.95,26140749.28,26059194.62,25758487.63,25885217.19,25822322.16,25873952.57,26106665.48,25865699.31,25953647.11
979,h.valentini,Hideous Spartans,9460000,9872779.5,9780727.35,9911482.49,9880560.36,9766544.81,9814595.38,9790748.2,9810324.3,9898559.34,9807195.01
980,q.juhasz,Hideous Spartans,19740000,20601339.05,20409255.58,20682099.83,20617575.22,20379661.16,20479927.35,20430165.91,20471014.98,20655133.33,20464485.14
981,a.nasiru,Hideous Spartans,19700000,20367899.44,20640190.81,20575796.95,20338364.99,20438428,20388767.4,20429533.69,20613278.96,20423017.09,20492458.84
982,h.tumukunde,Hideous Spartans,31960000,33441644.44,33132975.94,33245633.73,33921769.46,31960000,31960000,31960000,31960000,31960000,31960000
983,l.yusof,Marvelous Heels,13890000,14552906.11,14507503.54,14340095.92,14410647.97,14375633.46,14404376.8,14533931.2,14399782.1,14448743.82,14742596.3
984,d.adu,Marvelous Heels,24230000,25386386.98,25307185.79,25015156.53,25138228.96,25077148.93,25127289.41,25353286.76,25119274.32,25204684.15,25717286.42
985,n.alum,Marvelous Heels,27530000,28492526.21,28549495.56,28806272.58,28540388.85,28637431.06,29219847.09,27530000,27530000,27530000,27530000
986,a.cheang,Marvelous Heels,12790000,13152858.93,13387204.65,13351423.48,13284138.82,13348081.38,13223626.08,13400408.15,13358601.17,13204451.18,13269415.95
987,j.atala,Marvelous Heels,21760000,22727377.75,22465117.87,22575644.33,22520790.79,22565819.95,22768779.19,22558621.92,22635325.09,23095672.82,21760000
988,c.manjhi,Marvelous Heels,22670000,23751935.32,23677833.34,23404605.8,23519754.46,23462606.95,23509519.23,23720966.19,23502020.17,23581931.06,24061530.46
989,y.opio,Marvelous Heels,22040000,22866139.76,22810580.38,22856188.96,23061759.81,22848898.3,22926588.47,23392859.79,22040000,22040000,22040000
990,c.gheorghe,Marvelous Heels,39690000,41521064.89,41262221.67,40816025.86,41543248.82,41432212.51,41223414.38,41421841.28,41035630.91,41584222,41454486.34
991,z.ngambi,Marvelous Heels,36340000,38024698.34,37673727.97,37801825.09,38570622.72,36340000,36340000,36340000,36340000,36340000,36340000
992,c.abramov,Marvelous Heels,30570000,31715875.33,31638813.16,31702073.35,31987204.96,31691961.03,31799719.12,32446448.44,30570000,30570000,30570000
993,y.nambi,Marvelous Heels,37780000,39196132.49,39100895.04,39179075.27,39531455.79,39166577.95,39299751.01,40099012.83,37780000,37780000,37780000
994,a.kovaevi,Marvelous Heels,13590000,14030374.63,14099402.87,14065144.62,14093267.15,14220023.4,14088771.69,14136675.92,14424181.69,13590000,13590000
995,h.okafor,Marvelous Heels,14150000,14629734.88,14825314.72,14779062.28,14608521.04,14680393.72,14644723.79,14674005.16,14805984.63,14669324.46,14719202.67
996,w.nabuuma,Marvelous Heels,18280000,18965201.21,18919120.2,18956948.01,19127448.7,18950901.14,19015337.44,19402063.38,18280000,18280000,18280000
997,h.adjei,Marvelous Heels,24500000,25293905.69,25418349.55,25356588.89,25407288.09,25635803.78,25399183.69,25485545.26,26003859.56,24500000,24500000
998,k.mayanja,Marvelous Heels,27030000,28231664.55,27905888.61,28043183.19,27975044.81,28030979.47,28283092.91,28022038.17,28117317.89,28689156.08,27030000
999,d.pfeiffer,Marvelous Heels,38940000,40745232.62,40369151.54,40506413.56,41330215.98,38940000,38940000,38940000,38940000,38940000,38940000
1000,j.jorgensen,Marvelous Heels,32930000,34046443.08,34501598.15,34393959.07,33997074.06,34164336.76,34081325.4,34149469.26,34456613,34138576.28,34254653.28
1001,j.laurent,Marvelous Patriots,25540000,26432950.22,26485801.55,26724017.49,26477353.12,26567380.65,27107696.87,25540000,25540000,25540000,25540000
1002,f.farkas,Marvelous Patriots,12570000,12996167.31,13169908.55,13128820.69,12977322.23,13041169.54,13009482.55,13035494.34,13152736.88,13031336.28,13075645.06
1003,d.muwonge,Marvelous Patriots,7630000,7962928.92,7888683.9,7994144.97,7969204.61,7877244.92,7916000.29,7896766.26,7912555.43,7983721.75,7910031.49
1004,x.denis,Marvelous Patriots,30520000,31859690.75,31699133.46,31851715.69,31554735.58,31976579.88,31876818.42,31508979.66,31664001.15,31587065.02,31650221.74
1005,z.longole,Marvelous Patriots,20630000,21530173.48,21329429.72,21614575.46,21547141.68,21298501,21403287.8,21351282.81,21393973.61,21586393.14,21387149.37
1006,c.obi,Marvelous Patriots,7030000,7257802.33,7293510.09,7275788.57,7290336.13,7355906.15,7288010.67,7312791.15,7461515.62,7030000,7030000
1007,p.natukunda,Marvelous Patriots,10230000,10230000,10230000,10230000,10230000,10230000,10230000,10230000,10230000,10230000,10230000
1008,c.malkah,Marvelous Patriots,25450000,26638339.19,26567140.55,26433255.13,26560490.31,26312844.71,26664611.99,26581422.96,26274689.79,26403959.02,26339803.57
1009,s.obonyo,Marvelous Patriots,18630000,19349765.93,19442905.09,19261622.67,19519124.61,19458228.28,19233692.37,19328320.49,19281357.19,19319909.27,19493674.47
1010,p.mukalazi,Marvelous Patriots,35980000,37549958.41,37199848.83,37697160.68,37579551.99,37145907.22,37328661.91,37237961.98,37312417.37,37648008.98,37300515.47
