,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,
803,e.fujiwara,Supreme Jaguars,24470000,24886986.7,25311079.16,25742398.46,26181067.76,26627212.31,27080959.48,27542438.84,28011782.15,28489123.41,28974598.91
804,h.romero,Supreme Jaguars,9430000,9880544.44,10352614.9,10847239.84,11365496.85,11908515.03,12477477.42,13073623.56,13698252.24,14352724.29,15038465.57
805,a.schmidt,Supreme Jaguars,27020000,28015364.54,29047396.39,30117446.3,31226914.77,32377253.92,33569969.34,34806622.08,36088830.72,37418273.45,38796690.28
806,d.tweheyo,Supreme Jaguars,24690000,24911977.93,25135951.58,25361938.88,25589957.95,25820027.05,26052164.6,26286389.21,26522719.64,26761174.82,27001773.86
807,y.meyer,Supreme Jaguars,5300000,5779835.39,6303112.67,6873764.84,7496081,8174738.54,8914838.33,9721943.03,10602118.95,11561981.57,12608745.33
808,o.bosnjak,Ultimate Dolphins,21070000,22501008.62,24029206.87,25661195.58,27404023.86,29265219.6,31252821.95,33375416.04,35642170.1,38062875.01,40647986.64
809,n.gumbo,Ultimate Dolphins,11280000,11814150.42,12373594.87,12959531.11,13573213.65,14215956.35,14889135.34,15594191.89,16332635.52,17106047.23,17916082.89
810,o.ninsiima,Ultimate Dolphins,28930000,29721054.69,30533739.78,31368646.72,32226383.16,33107573.32,34012858.53,34942897.63,35898367.49,36879963.47,37888399.97
811,s.jalali,Ultimate Dolphins,10880000,11548721.95,12258545.84,13011997.92,13811759.75,14660677.66,15561772.97,16518252.68,17533520.89,18611190.95,19755098.3
812,l.fung,Ultimate Dolphins,21960000,22090774.16,22222327.1,22354663.45,22487787.88,22621705.08,22756419.77,22891936.7,23028260.64,23165396.41,23303348.84
813,l.chifamba,Ultimate Dolphins,15930000,16695059.21,17496861.4,18337171.19,19217837.96,20140799.92,21108088.33,22121832.05,23184262.14,24297716.84,25464646.66
814,q.mukasa,Ultimate Dolphins,9340000,10061776.24,10839329.88,11676971.29,12579343.93,13551450.09,14598678.65,15726834.9,16942172.77,18251429.49,19661862.91
815,e.nankunda,Ultimate Dolphins,9250000,9960710.13,10726026.62,11550145.08,12437583.47,13393206.88,14422254.21,15530366.87,16723619.74,18008554.43,19392215.19
816,f.mapfumo,Ultimate Dolphins,32710000,34614820.45,36630565.41,38763694.42,41021043.17,43409845.43,45937756.19,48612876.26,51443778.14,54439533.58,57609742.59
817,l.castro,Ultimate Dolphins,30200000,32973246.57,36001158.58,39307121.8,42916669.5,46857679.65,51160590.21,55858634.29,60988096.73,66588594.4,72703382.18
818,m.mubangizi,Ultimate Dolphins,29110000,30758333.94,32500003.66,34340294.25,36284790.04,38339391.58,40510333.54,42804203.61,45227962.5,47788965.1,50494982.72
819,h.mubaiwa,Ultimate Dolphins,34140000,35973444.44,37905351.65,39941009.42,42085989.56,44346163.07,46727716.27,49237167.7,51881385.96,54667608.54,57603461.6
820,v.smits,Ultimate Dolphins,24780000,25145307.13,25515999.61,25892156.86,26273859.41,26661189.04,27054228.68,27453062.52,27857775.97,28268455.71,28685189.7
821,f.monday,Ultimate Dolphins,31040000,33901534.13,37026869.09,40440324.29,44168461.16,48240289.74,52687494.49,57544680.82,62849644.36,68643665.06,74971828.41
822,z.pinto,Ultimate Dolphins,5560000,5832754.72,6118889.85,6419061.81,6733959.18,7064304.35,7410855.13,7774406.51,8155792.49,8555887.97,8975610.78
823,q.permana,Ultimate Dolphins,39650000,42046603.37,44588066.96,47283146.7,50141127.75,53171856.52,56385774.56,59793954.57,63408138.51,67240778.06,71305077.57
824,c.langa,Ultimate Dolphins,1.60E+07,16233354.47,16470112.34,16710323.23,16954037.52,17201306.3,17452181.41,17706715.44,17964961.77,18226974.53,18492808.65
825,f.perrin,Ultimate Dolphins,17940000,19529344.66,21259492.91,23142918.86,25193201.72,27425123.72,29854776.67,32499678,35378897.05,38513192.54,41925162.27
826,i.brown,Ultimate Dolphins,32950000,34087990.58,35265283.82,36483237.11,37743254.71,39046789.41,40395344.15,41790473.78,43233786.84,44726947.46,46271677.19
827,l.prasad,Ultimate Longhorns,15870000,16217443.66,16572493.94,16935317.37,17306084.14,17684968.15,18072147.1,18467802.61,18872120.24,19285289.65,19707504.62
828,d.kemigisa,Ultimate Longhorns,24500000,26315212.63,28264914.92,30359071.26,32608384.3,35024349.65,37619314.62,40406541.34,43400274.57,46615814.42,50069594.62
829,y.molnar,Ultimate Longhorns,15810000,17333987.52,19004878.13,20836832.4,22845375.89,25047530.71,27461959.81,30109125.14,33011461.06,36193564.45,39682403.19
830,v.nakibuule,Ultimate Longhorns,27530000,29038348.66,30629338.64,32307497.81,34077602.1,35944689.11,37914072.46,39991356.89,42182454.22,44493600.18,46931372.14
831,s.antwi,Ultimate Longhorns,25850000,27185618.39,28590245.54,30067447,31620972.53,33254765.66,34972973.65,36779958.05,38680305.76,40678840.68,42780635.95
832,c.danquah,Ultimate Longhorns,24380000,26677935.37,29192462.49,31943996.21,34954875.56,38249545.16,41854753.64,45799770.81,50116625.33,54840364.7,60009339.83
833,b.nandudu,Ultimate Longhorns,28120000,29604432.8,31167227.64,32812521.2,34544668.52,36368254.54,38288106.24,40309305.41,42437202.1,44677428.79,47035915.3
834,h.chandiru,Ultimate Longhorns,7980000,8280936.28,8593221.26,8917282.92,9253565.38,9602529.48,9964653.48,10340433.65,10730384.98,11135041.89,11554958.95
835,j.delemovi,Ultimate Longhorns,33480000,33681201.92,33883612.99,34087240.47,34292091.68,34498173.96,34705494.72,34914061.39,35123881.47,35334962.49,35547312.03
836,b.chided,Ultimate Longhorns,15440000,16509252.08,17652552.08,18875027.99,20182162.89,21579819.6,23074266.94,24672207.87,26380809.52,28207735.39,30161179.66
837,d.byogero,Ultimate Longhorns,25150000,26008326.48,26895946.18,27813858.81,28763098.24,29744733.58,30759870.46,31809652.22,32895261.24,34017920.24,35178893.67
838,u.arthur,Ultimate Longhorns,33080000,36355029.9,39954298.64,43909906.95,48257133.61,53034750.16,58285366.62,64055811.56,70397549.71,77367141.01,85026745.01
839,e.nakayiza,Ultimate Longhorns,11230000,12196605.42,13246409.94,14386574.82,15624877.68,16969765.61,18430412.75,20016782.9,21739697.48,23610909.35,25643182.98
840,q.vuji,Ultimate Longhorns,33020000,36007939.23,39266253.42,42819408.45,46694084.12,50919374.42,55527006.06,60551576.62,66030814.4,72005861.67,78521583.63
841,h.nyombi,Ultimate Longhorns,21970000,23061677.02,24207598.86,25410460.91,26673092.51,27998463.57,29389691.57,30850048.92,32382970.6,33992062.31,35681108.88
842,f.got,Ultimate Longhorns,25170000,26254823.87,27386403.52,28566754.1,29797977.65,31082266.78,32421908.62,33819288.85,35276895.99,36797325.83,38383285.99
843,k.bintiali,Ultimate Longhorns,27240000,29503681.91,31955478.93,34611023.7,37487247.94,40602490.41,43976613.87,47631131.68,51589345.01,55876491.38,60519905.57
844,u.iskandar,Weak Chargers,15610000,16553811.14,17554686.95,18616077.67,19741642.15,20935260.46,22201047.27,23543366.02,24966843.99,26476388.23,28077202.46
845,j.rinaldi,Weak Chargers,20530000,21748240.45,23038770.72,24405880.44,25854113.8,27388284.63,29013492.44,30735139.31,32558947.89,34490980.4,36537658.8
846,y.manjate,Weak Chargers,23690000,24603950.02,25553159.84,26538989.77,27562852.59,28626215.61,29730602.7,30877596.58,32068840.99,33306043.1,34590975.93
847,e.desantis,Weak Chargers,25500000,27955717.97,30647928.13,33599405.3,36835117.59,40382437.6,44271373.98,48534825.3,53208858.35,58333013.23,63950637.9
848,k.aliyu,Weak Chargers,12110000,12841690.02,13617588.98,14440368,15312859.58,16238067.38,17219176.53,18259564.61,19362813.26,20532720.54,21773313.99
849,o.noor,Weak Chargers,16730000,16963206.06,17199662.87,17439415.75,17682510.63,17928994.12,18178913.43,18432316.46,18689251.78,18949768.63,19213916.92
850,f.carbone,Weak Chargers,17490000,18240912.34,19024064.22,19840839.78,20692682.63,21581098.35,22507657.13,23473996.61,24481824.73,25532922.75,26629148.42
851,l.mponda,Weak Chargers,28370000,30778466.54,33391399.45,36226156.88,39301570.58,42638071.03,46257823.14,50184873.52,54445310.2,59067435.96,64081956.34
852,m.mugeni,Weak Chargers,18510000,19087470.75,19682957.3,20297021.71,20930243.56,21583220.52,22256568.9,22950924.25,23666941.95,24405297.79,25166688.7
853,b.akullu,Weak Chargers,22170000,22702489.61,23247768.8,23806144.77,24377932.09,24963452.86,25563036.94,26177022.13,26805754.3,27449587.66,28108884.91
854,i.oryema,Weak Chargers,33660000,36989735.55,40648857.29,44669948.95,49088817.55,53944812.24,59281174.66,65145424.06,71589780.41,78671629.4,86454033.49
855,x.mendez,Weak Chargers,26160000,26837082.35,27531689.19,28244274.09,28975302.36,29725251.36,30494610.81,31283883.09,32093583.59,32924241.05,33776397.87
856,e.konig,Weak Chargers,32520000,34983473.37,37633561.17,40484399.9,43551196.99,46850311.81,50399343.04,54217222.48,58324316.08,62742532.55,67495440.24
857,m.azulay,Weak Chargers,19610000,21555610.99,23694256.25,26045087.72,28629157.53,31469606.45,34591871.22,38023912.25,41796464.08,45943310.58,50501587.47
858,t.kuok,Weak Chargers,12850000,13840947.19,14908312.78,16057989.87,17296326.06,18630158.41,20066851.26,21614336.86,23281159.15,25076520.96,27010334.81
859,y.peter,Weak Chargers,26440000,26450003.78,26460011.35,26470022.71,26480037.85,26490056.78,26500079.51,26510106.02,26520136.33,26530170.43,26540208.33
860,b.nassozi,Weak Chargers,29080000,31216183.09,33509287.72,35970841.16,38613217.45,41449699.65,44494546.54,47763064.36,51271683.7,55038042.16,59081072.94
861,b.pandit,Weak Chargers,20060000,21846015.2,23791045.87,25909249.74,28216045.04,30728222.78,33464068.89,36443497.39,39688195.31,43221780.56,47069973.84
862,k.cohen,Weak Chargers,23050000,24438937.44,25911568.91,27472937.6,29128390.6,30883597.21,32744568.33,34717677.1,36809680.64,39027743.27,41379461.01
863,r.dube,White Firebirds,21760000,23486984.13,25351030.49,27363017.03,29534685.05,31878707.67,34408763.84,37139618.11,40087206.85,43268731.2,46702757.49
864,d.nangiro,White Firebirds,23320000,24900293.04,26587675.54,28389404.46,30313228.58,32367421.72,34560818.43,36902851.91,39403594.63,42073801.59,44924956.64
865,l.popa,White Firebirds,22820000,23415125.9,24025772.17,24652343.56,25295255.4,25954933.83,26631816.09,27326350.86,28038998.5,28770231.38,29520534.18
866,l.kalnis,White Firebirds,28580000,30846540.79,33292829.9,35933122.3,38782803.45,41858478.95,45178071.31,48760924.4,52627916.14,56801580.18,61306237.22
867,h.afriyie,White Firebirds,15520000,16165798.66,16838469.47,17539130.62,18268946.79,19029131.16,19820947.35,20645711.61,21504794.91,22399625.3,23331690.24
868,z.ebner,White Firebirds,19890000,19900005.03,19910015.09,19920030.19,19930050.33,19940075.5,19950105.72,19960140.99,19970181.3,19980226.66,19990277.08
869,m.mizrahi,White Firebirds,26070000,28224455.98,30556958.78,33082222.4,35816176.82,38776068.51,41980569.19,45449893.64,49205927.21,53272363.89,57674855.75
870,d.masuku,White Firebirds,3540000,3763243.24,4000564.89,4252852.77,4521050.69,4806161.99,5109253.29,5431458.45,5773982.86,6138107.9,6525195.79
871,f.nyandoro,White Firebirds,35250000,36005867.86,36777943.85,37566575.5,38372117.84,39194933.46,40035392.77,40893874.1,41770763.89,42666456.89,43581356.28
872,c.abaho,White Firebirds,14770000,15900357.14,17117221.21,18427212.63,19837458.49,21355631.34,22989990.88,24749428.96,26643517.91,28682562.64,30877656.72
873,g.parisi,White Firebirds,31490000,32769996.7,34102022.34,35488191.78,36930705.86,38431854.84,39994022.11,41619687.91,43311433.32,45071944.33,46904016.09
874,a.alotaibi,White Firebirds,23550000,23998377.33,24455291.48,24920904.99,25395383.49,25878895.77,26371613.82,26873712.91,27385371.66,27906772.07,28438099.63
875,l.dahl,White Firebirds,37500000,38986692.54,40532325.21,42139234.69,43809850.32,45546697.73,47352402.68,49229695.05,51181412.93,53210506.93,55320044.63
876,a.wati,White Firebirds,15320000,16164077.13,17054659.9,17994310.58,18985732.65,20031778.53,21135457.78,22299945.82,23528592.97,24824934.18,26192699.15
877,f.krklis,White Firebirds,27410000,27692889.79,27978699.19,28267458.35,28559197.69,28853947.98,29151740.29,29452606.02,29756576.89,30063684.94,30373962.56
878,g.ampofo,White Firebirds,36100000,37405568.31,38758352.93,40160061.45,41612463.21,43117391.56,44676746.13,46292495.27,47966678.51,49701409.14,51498876.86
879,g.heydari,White Firebirds,36520000,39008786.19,41667179.64,44506738.82,47539809.94,50779580.55,54240136.93,57936525.32,61884817.34,66102179.85,70606949.64
880,i.namutosi,White Firebirds,27520000,28175238.1,28846077.1,29532888.46,30236052.47,30955958.48,31693005.11,32447600.47,33220162.39,34011118.63,34820907.17
881,j.opolot,Coy Sunbirds,15610000,16781825.07,18041617.72,19395981.59,20852016.02,22417353.31,24100198.7,25909373.4,27854360.79,29945356.2,32193320.26
882,j.papp,Coy Sunbirds,10920000,10990451.61,11061357.75,11132721.35,11204545.36,11276832.75,11349586.51,11422809.65,11496505.19,11570676.19,11645325.72
883,x.kamble,Coy Sunbirds,22320000,22562608.7,22807854.44,23055765.9,23306372.05,23559702.19,23815785.91,24074653.14,24336334.16,24600859.53,24868260.17
884,j.mutyaba,Coy Sunbirds,22030000,23662647.49,25416290.79,27299896.94,29323097.49,31496237.82,33830430,36337609.6,39030596.75,41923161.7,45030095.18
885,e.rashidi,Coy Sunbirds,6960000,7452553.85,7979965.35,8544701.36,9149403.3,9796899.53,10490218.58,11232603.28,12027525.97,12878704.73,13790120.76
886,h.isa,Coy Sunbirds,10320000,11013691.83,11754012.38,12544095.94,13387287.5,14287156.87,15247513.85,16272424.3,17366227.38,18533553.93,19779346.08
887,k.weiss,Coy Sunbirds,27580000,30018011.05,32671536.89,35559628.55,38703021.13,42124282.66,45847976.16,49900835.93,54311959.55,59113016.74,64338476.79
888,y.bano,Coy Sunbirds,21250000,21574892.5,21904752.3,22239655.34,22579678.74,22924900.78,23275400.93,23631259.9,23992559.63,24359383.28,24731815.32
889,t.maganga,Coy Sunbirds,30850000,32582078.06,34411403.9,36343437.54,38383945.5,40539018.1,42815087.58,45218947.34,47757772.19,50439139.74,53271053.1
890,m.lehmann,Coy Sunbirds,24880000,27353707.47,30073364.64,33063425.2,36350774.15,39964969.54,43938508.27,48307118.24,53110079.62,58390578.04,64196092.87
891,m.okori,Coy Sunbirds,30880000,33671412.43,36715155.93,40034040.08,43652936.36,47598964.5,51901695.75,56593374.47,61709159.73,67287388.86,73369864.69
892,s.parisi,Coy Sunbirds,17470000,17692805.8,17918453.18,18146978.38,18378418.1,18612809.52,18850190.28,19090598.5,19334072.8,19580652.28,19830376.54
893,u.heilig,Coy Sunbirds,29560000,31832189.44,34279035.33,36913963,39751429.73,42807004.11,46097451.42,49640825.65,53456568.53,57565616.24,61990514.25
894,u.binsalleh,Coy Sunbirds,16230000,16767211.97,17322205.62,17895569.52,18487911.73,19099860.43,19732064.6,20385194.68,21059943.33,21757026.11,22477182.29
895,e.kinoshita,Coy Sunbirds,20490000,21486187.31,22530807.47,23626215.2,24774879.71,25979390.24,27242461.92,28566941.9,29955815.74,31412214.15,32939420.06
896,e.ajwang,Coy Sunbirds,12560000,13741602.79,15034366.81,16448749.75,17996193.11,19689214.76,21541510.23,23568063.45,25785268.03,28211059.8,30865061.94
897,j.natukunda,Coy Sunbirds,14040000,14821172.93,15645809.62,16516328.35,17435281.96,18405365.32,19429423.24,20510458.82,21651642.24,22856320.08,24128025.1
898,a.munda,Coy Sunbirds,31230000,32423966.09,33663579.16,34950584.34,36286793.52,37674087.82,39114420.3,40609818.68,42162388.21,43774314.62,45447867.21
899,m.mertens,Coy Sunbirds,25690000,26981852,28338666.31,29763709.63,31260412.93,32832379.73,34483394.74,36217432.99,38038669.4,39951488.83,41960496.65
900,j.nakamya,Coy Sunbirds,35970000,37351065.24,38785156.37,40274309.32,41820638.17,43426338.19,45093688.93,46825057.48,48622901.77,50489774.16,52428324.95
901,m.ojo,Coy Sunbirds,28630000,30919536.02,33392165.84,36062531.42,38946445.66,42060986.02,45424595.61,49057192.47,52980287.46,57217111.65,61792753.93
902,n.kigongo,Fighting Clippers,19090000,20956187.46,23004808.44,25253697.13,27722431.18,30432502.08,33407502.28,36673330.57,40258417.51,44193972.99,48514257.87
903,p.nieminen,Fighting Clippers,25550000,26008067.73,26474347.83,26948987.53,27432136.71,27923947.92,28424576.47,28934180.43,29452920.72,29980961.13,30518468.4
904,p.oravec,Fighting Clippers,20690000,21297318.41,21922463.58,22565958.77,23228342.64,23910169.61,24612010.41,25334452.51,26078100.62,26843577.2,27631523
905,t.kuok,Fighting Clippers,23070000,24605866.85,26243982.81,27991155.04,29854643.86,31842192.97,33962061.57,36223058.74,38634579.98,41206646.34,43949945.95
906,t.parn,Fighting Clippers,24140000,25739381.63,27444729.35,29263063.89,31201871.13,33269132.91,35473359.91,37823626.69,40329609.02,43001623.75,45850671.26
907,d.businge,Fighting Clippers,15430000,15581472.51,15734431.99,15888893.04,16044870.39,16202378.94,16361433.71,16522049.87,16684242.77,16848027.88,17013420.82
908,y.kat,Fighting Clippers,25690000,26795619.16,27948820.8,29151652.71,30406250.84,31714843.04,33079753.06,34503404.63,35988325.82,37537153.48,39152637.96
909,z.ogawa,Fighting Clippers,11590000,12189482.76,12819973.25,13483075.31,14180475.76,14913948.64,15685359.78,16496671.49,17349947.6,18247358.69,19191187.58
910,q.yamazaki,Fighting Clippers,28870000,31499504.91,34368507.44,37498821.23,40914246.75,44640752.21,48706671.07,53142917.37,57983220.88,63264383.48,69026559
911,o.musiimenta,Fighting Clippers,25910000,27695053.63,29603087.44,31642574.08,33822569.9,36152755.2,38643477.19,41305795.96,44151533.56,47193326.5,50444681.92
912,b.waon,Fighting Clippers,28530000,30281283.48,32140067.62,34112951.24,36206938.2,38429462.31,40788413.68,43292166.75,45949610.02,48770177.6,51763882.7
913,o.naderi,Fighting Clippers,28410000,30027087.05,31736218.12,33542632.33,35451866.98,37469774.59,39602540.77,41856703.25,44239171.85,46757249.71,49418655.67
914,e.odeke,Fighting Clippers,39160000,41864744.74,44756303.69,47847579.92,51152367.72,54685414.14,58462484.79,62500434.19,66817281,71432288.39,76366050.05
915,q.binabdrahman,Fighting Clippers,17410000,18414829.89,19477654.22,20601820.16,21790868.11,23048542.76,24378804.94,25785844.11,27274091.49,28848234.08,30513229.36
916,u.shahar,Fighting Clippers,14160000,15471111.11,16903621.4,18468771.53,20178842.97,22047254.35,24088666.79,26319098.9,28756052.5,31418649.96,34327784.21
917,z.akoth,Fighting Clippers,31770000,33813497.49,35988436.02,38303270.09,40766998.02,43389196.89,46180059.8,49150435.51,52311870.56,55676654.19,59257866.12
918,z.nakiganda,Fighting Clippers,1.00E+07,11001100.11,12102420.36,13313993.8,14646857.86,16113154.97,17726243.09,19500817.48,21453044.53,23600709.05,25963376.3
919,p.tumwine,Fighting Clippers,19700000,21253559.69,22929634.5,24737886.07,26688737.98,28793435.83,31064112.04,33513855.82,36156788.59,39008145.41,42084362.79
920,e.kovai,Fighting Clippers,30850000,31915576.79,33017959.23,34158418.58,35338270.06,36558874.29,37821638.9,39128020.12,40479524.5,41877710.63,43324190.91
921,l.das,Fighting Clippers,24760000,27234900.04,29957180.15,32951567.32,36245260.19,39868176.03,43853222.5,48236596.58,53058113.34,58361567.58,64195131.65
922,v.koller,Fighting Wave,24660000,25191201.33,25733845.26,26288178.3,26854452.23,27432924.28,28023857.2,28627519.41,29244185.11,29874134.42,30517653.47
923,b.kayondo,Fighting Wave,18600000,18894593.12,19193852.1,19497850.85,19806664.44,20120369.12,20439042.36,20762762.86,21091610.55,21425666.64,21765013.63
924,t.chua,Fighting Wave,15340000,16748441.28,18286198.52,19965144.86,21798243.57,23799648.14,25984811.57,28370605.66,30975451.3,33819460.71,36924592.69
925,p.khoh,Fighting Wave,12860000,13713067.99,14622724.24,15592722.54,16627065.66,17730021.92,18906142.78,20160281.6,21497613.71,22923657.74,24444298.39
926,b.nyamadzawo,Fighting Wave,19030000,20529529.48,22147219.16,23892379.85,25775056.04,27806083.7,29997152.66,32360873.87,34910852.02,37661763.83,40629442.5
927,f.fournier,Fighting Wave,17730000,19476635.69,21395337.72,23503056.86,25818413.76,28361863.44,31155876.01,34225135.18,37596756.3,41300525.97,45369165.15
928,x.lim,Fighting Wave,17190000,17620518.78,18061819.79,18514173.06,18977855.39,19453150.52,19940349.28,20439749.8,20951657.66,21476386.12,22014256.25
929,y.binabubakar,Fighting Wave,25520000,26823327.84,28193217.73,29633069.05,31146454.78,32737130.4,34409043.15,36166341.9,38013387.36,39954763,41995286.31
930,j.nakayama,Fighting Wave,16460000,17071934.47,17706618.86,18364898.96,19047651.98,19755787.75,20490249.92,21252017.25,22042104.85,22861565.58,23711491.46
931,i.korugyendo,Fighting Wave,30540000,32040247.34,33614192.84,35265456.87,36997837.61,38815319.84,40722084.09,42722516.26,44821217.67,47023015.72,49332974.93
932,c.vtols,Fighting Wave,12420000,12592359.18,12767110.29,12944286.52,13123921.51,13306049.4,13490704.78,13677922.73,13867738.8,14060189.05,14255310.04
933,g.kaweesa,Fighting Wave,39770000,42898098.73,46272237.22,49911767.68,53837564.43,58072143.68,62639792.62,67566708.78,72881150.21,78613597.6,84796929.12
934,b.mohamed,Fighting Wave,18760000,18890907.14,19022727.75,19155468.2,19289134.91,19423734.35,19559273.02,19695757.48,19833194.33,19971590.21,20110951.82
935,b.nalugwa,Fighting Wave,17430000,18062122.47,18717169.72,19395973.14,20099394.28,20828325.94,21583693.29,22366455.06,23177604.74,24018171.85,24889223.27
936,i.irumba,Fighting Wave,8340000,8629727.05,8929519.05,9239725.67,9560708.7,9892842.5,10236514.45,10592125.37,10960090.02,11340837.57,11734812.07
937,n.maeda,Fighting Wave,15100000,15790166.2,16511877.4,17266575.4,18055767.9,18881031.53,19744014.97,20646442.25,21590116.2,22576922.07,23608831.25
938,q.loeng,Fighting Wave,26680000,26962969.7,27248940.59,27537944.5,27830013.61,28125180.42,28423477.79,28724938.92,29029597.36,29337487.03,29648642.2
939,j.khosravi,Fighting Wave,16510000,17328677.69,18187950.96,19089832.83,20036436.11,21029978.39,22072787.24,23167305.61,24316097.63,25521854.53,26787401.04
940,p.li,Fighting Wave,22920000,23998465.05,25127675.61,26310019.41,27547996.57,28844224.82,30201445.08,31622527.24,33110476.22,34668438.32,36299707.92
941,g.mar,Fighting Wave,30780000,30830081.35,30880244.19,30930488.65,30980814.86,31031222.96,31081713.07,31132285.33,31182939.88,31233676.85,31284496.37
942,o.ssenabulya,Flying Bombadiers,21430000,23031339.02,24752336.77,26601934.65,28589742.2,30726087.03,33022068.46,35489615.2,38141547.33,40991642.89,44054709.49
943,f.aminu,Flying Bombadiers,16430000,17415800,18460748,19568392.88,20742496.45,21987046.24,23306269.01,24704645.16,26186923.86,27758139.3,29423627.65
944,j.wojciechowski,Flying Bombadiers,9250000,9868800.46,10528997.03,11233359,11984840.92,12786594.98,13641984.27,14554596.82,15528260.74,16567060.19,17675352.57
945,l.akech,Flying Bombadiers,34770000,35370184.32,35980728.75,36601812.13,37233616.38,37876326.55,38530130.9,39195220.93,39871791.45,40560040.63,41260170.06
946,l.binosman,Flying Bombadiers,22510000,24525658.28,26721808.7,29114613.45,31721681.94,34562200.41,37657073.14,41029076.3,44703025.54,48705958.61,53067334.38
947,q.becker,Flying Bombadiers,20470000,21444263.05,22464895.84,23534105.31,24654203.46,25827612.33,27056869.21,28344632.18,29693685.81,31106947.21,32587472.33
948,x.kyei,Flying Bombadiers,37470000,38571453.3,39705284.48,40872445.31,42073915.55,43310703.72,44583848.04,45894417.2,47243511.33,48632262.9,50061837.66
949,i.matsinhe,Flying Bombadiers,33540000,34968343.18,36457514.15,38010103.34,39628811.5,41316454.39,43075967.68,44910412.06,46822978.57,48816994.13,50895927.36
950,p.tse,Flying Bombadiers,36770000,37745195.42,38746254.48,39773863.13,40828725.5,41911564.39,43023121.8,44164159.37,45335458.96,46537823.17,47772075.88
951,l.lukwago,Flying Bombadiers,24350000,25425493.14,26548488.76,27721084.96,28945472.51,30223938.92,31558872.75,32952768.08,34408229.1,35927975.07,37514845.33
952,l.chandia,Flying Bombadiers,28100000,29920803.33,31859589.76,33924004.25,36122187.17,38462806.35,40955091.26,43608869.44,46434605.2,49443440.93,52647241
953,y.seidel,Flying Bombadiers,35250000,38733245.01,42560688.49,46766342.56,51387580.27,56465467.72,62045128.97,68176147.01,74913004.43,82315567.52,90449618.3
954,a.mwesige,Flying Bombadiers,29440000,32291862.89,35419986.72,38851132.97,42614655.54,46742751.83,51270738.22,56237352.21,61685083.79,67660539,74214838.61
955,y.jokinen,Flying Bombadiers,9030000,9459501.16,9909431.03,10380761.28,10874509.78,11391742.85,11933577.48,12501183.84,13095787.71,13718673.2,14371185.5
956,m.maimon,Flying Bombadiers,11410000,11676062.78,11948329.72,12226945.48,12512058.11,12803819.1,13102383.49,13407909.92,13720560.74,14040502.07,14367903.91
957,z.wati,Flying Bombadiers,21330000,23153633.59,25133180.89,27281971.92,29614476.39,32146401.09,34894795.69,37878167.54,41116606.29,44631919.19,48447777.93
958,a.serrano,Flying Bombadiers,12890000,13541328.44,14225568.35,14944382.72,15699518.61,16492811.31,17326188.9,18201676.85,19121402.98,20087602.65,21102624.13
959,c.dominguez,Flying Bombadiers,30630000,33578987.12,36811896.04,40356062.12,44241452.5,48500919.47,53170478.29,58289611.67,63901603.63,70053905.48,76798537.04
960,w.okumu,Flying Bombadiers,20560000,21913613.27,23356344.68,24894061.51,26533017.35,28279877.49,30141746.04,32126194.85,34241294.25,36495645.92,38898417.84
961,j.mercier,Flying Bombadiers,22570000,24338504.54,26245582.77,28302092.84,30519743.69,32911161.73,35489962.75,38270829.4,41269594.81,44503332.77,47990454.88
962,l.ssenyonjo,Flying Bombadiers,32690000,35920541.18,39470335.83,43370933.73,47657002.47,52366635.66,57541691.42,63228164.45,69476594.82,76342517.13,83886954.12
963,y.yanti,Flying Bombadiers,15660000,16660027.17,17723914.78,18855740.86,20059843.88,21340839.34,22703637.5,24153462.18,25695870.77,27336775.56,29082466.39
964,c.rathod,Hideous Spartans,20140000,22092570.81,24234443.14,26583969.76,29161282.73,31988465.92,35089744.2,38491691.08,42223456.34,46317015.83,50807445.47
965,j.nakamya,Hideous Spartans,6840000,7231159.2,7644687.62,8081864.5,8544042.22,9032650.51,9549200.85,10095291.16,10672610.75,11282945.52,11928183.52
966,l.kova,Hideous Spartans,27220000,29378604.28,31708390.51,34222933.77,36936885.69,39866059.81,43027523.72,46439698.48,50122466,54097284.87,58387315.39
967,v.krisensen,Hideous Spartans,14980000,15020107.1,15060321.57,15100643.72,15141073.82,15181612.17,15222259.06,15263014.77,15303879.6,15344853.85,15385937.79
968,x.mhango,Hideous Spartans,10410000,10645196.46,10885706.8,11131651.06,11383152.01,11640335.21,11903329.03,12172264.76,12447276.63,12728501.94,13016081.06
969,x.tu,Hideous Spartans,35460000,37988265.86,40696794.79,43598439.37,46706968.58,50037133.11,53604735.35,57426704.39,61521176.37,65907580.48,70606731.24
970,b.ndlovu,Hideous Spartans,16910000,18341763.95,19894754.87,21579237,23406343.66,25388150.82,27537756.92,29869369.44,32398398.79,35141560.21,38116984.16
971,m.iwasaki,Hideous Spartans,22570000,24608932.37,26832058.14,29256017.02,31898951.89,34780644.64,37922664.23,41348528.1,45083878.22,49156673.02,53597396.62
972,s.busch,Hideous Spartans,18610000,18680264.29,18750793.88,18821589.76,18892652.93,18963984.42,19035585.22,19107456.36,19179598.86,19252013.74,19324702.04
973,p.konadu,Hideous Spartans,20960000,21100941.4,21242830.54,21385673.78,21529477.54,21674248.28,21819992.51,21966716.76,22114427.63,22263131.76,22412835.81
