,Player,Nation,Age,sal0,sal1,sal2,sal3,sal4,sal5,sal6,sal7,sal8,sal9
1124,j.turyasingura,Nganion,37,11660000,12180000,11660000,11660000,11660000,11660000,11660000,11660000,11660000,11660000
1125,j.wan,People's Land of Maneau,24,20530000,21430000,21230000,21510000,21440000,21200000,21300000,21250000,21290000,21480000
1126,j.wibowo,Esia,29,28140000,29190000,29120000,29180000,29440000,29170000,29270000,29870000,28140000,28140000
1127,j.willems,Mico,27,15870000,16420000,16380000,16460000,16420000,16460000,16610000,16450000,16510000,16840000
1128,j.wojciechowski,Dosqaly,22,24120000,25180000,25050000,25170000,24940000,25270000,25190000,24900000,25020000,24960000
1129,j.yeo,Dosqaly,19,31480000,32730000,32370000,32950000,32860000,32700000,32850000,32550000,32980000,32880000
1130,j.zacarias,Janmico,25,11630000,12140000,12190000,12150000,12010000,12070000,12040000,12060000,12170000,12060000
1131,k.adero,Rosvi,24,12060000,12590000,12470000,12640000,12600000,12450000,12510000,12480000,12510000,12620000
1132,k.ahimbisibwe,Southern Ristan,22,16160000,16870000,16780000,16870000,16710000,16930000,16880000,16680000,16770000,16720000
1133,k.akullu,Dosqaly,29,24260000,25170000,25110000,25160000,25380000,25150000,25240000,25750000,24260000,24260000
1134,k.aliyu,Saintswacroa,24,22290000,23260000,23050000,23350000,23280000,23010000,23130000,23070000,23120000,23320000
1135,k.alzahrani,Rarita,18,6240000,6440000,6490000,6420000,6530000,6510000,6480000,6510000,6450000,6540000
1136,k.amer,Dosqaly,22,24570000,25650000,25520000,25640000,25400000,25740000,25660000,25370000,25490000,25430000
1137,k.amoding,Northslands,21,36770000,37960000,38380000,38190000,38370000,38020000,38520000,38400000,37960000,38150000
1138,k.amoit,Esia,18,11940000,12490000,12410000,12280000,12500000,12460000,12400000,12460000,12340000,12510000
1139,k.anek,Esia,29,21130000,21920000,21870000,21910000,22110000,21910000,21980000,22430000,21130000,21130000
1140,k.asadi,Lefghau,26,8910000,9220000,9310000,9200000,9240000,9220000,9240000,9320000,9240000,9270000
1141,k.awuah,Nganion,30,16050000,16670000,16640000,16790000,16640000,16700000,17040000,16050000,16050000,16050000
1142,k.balogun,Lenia Gerdanho,23,13740000,14270000,14340000,14210000,14400000,14350000,14190000,14260000,14220000,14250000
1143,k.baumann,Tabhu Striary,25,24230000,25050000,25390000,25310000,25020000,25140000,25080000,25130000,25350000,25120000
1144,k.behera,Rosvi,19,18160000,18970000,18680000,19010000,18960000,18860000,18950000,18780000,19030000,18970000
1145,k.ber,Dosqaly,19,17830000,18540000,18340000,18660000,18610000,18520000,18610000,18430000,18680000,18620000
1146,k.binabubakar,Sobianitedrucy,25,31230000,32290000,32720000,32620000,32240000,32400000,32320000,32390000,32680000,32380000
1147,k.binali,Nganion,17,37550000,38620000,39280000,39040000,38620000,39300000,39200000,39000000,39190000,38820000
1148,k.bintiali,Dosqaly,20,27100000,27870000,28370000,28290000,28150000,28280000,28020000,28390000,28300000,27980000
1149,k.byakatonda,Nganion,28,15140000,15740000,15710000,15670000,15700000,15840000,15700000,15750000,16070000,15140000
1150,k.candia,Nganion,20,16310000,16910000,17070000,17030000,16940000,17020000,16860000,17090000,17040000,16840000
1151,k.cheung,Biarizea,22,27990000,29220000,29070000,29210000,28940000,29330000,29230000,28900000,29040000,28970000
1152,k.chisi,Imaar Vircoand,26,31360000,32420000,32750000,32380000,32540000,32460000,32520000,32810000,32510000,32620000
1153,k.cohen,Dosqaly,28,13280000,13710000,13780000,13740000,13770000,13900000,13770000,13810000,14100000,13280000
1154,k.deangelis,Rosvi,19,17420000,18110000,17910000,18230000,18180000,18090000,18180000,18010000,18250000,18190000
1155,k.deng,Nganion,22,14930000,15640000,15510000,15580000,15440000,15640000,15590000,15410000,15490000,15450000
1156,k.eder,Nancipenuaroe,21,4200000,4390000,4380000,4360000,4380000,4340000,4400000,4390000,4340000,4360000
1157,k.ferrari,Nancipenuaroe,21,15610000,16340000,16300000,16210000,16290000,16140000,16350000,16300000,16120000,16200000
1158,k.gao,Greri Landmoslands,25,27140000,28060000,28440000,28350000,28020000,28160000,28090000,28150000,28400000,28140000
1159,k.golan,Lylimi,33,13050000,13530000,13570000,13850000,13050000,13050000,13050000,13050000,13050000,13050000
1160,k.goncalves,Quewenia,21,30370000,31790000,31700000,31540000,31700000,31400000,31820000,31720000,31350000,31510000
1161,k.guerra,Dosqaly,20,25510000,26230000,26700000,26630000,26500000,26620000,26370000,26730000,26640000,26340000
1162,k.guillaume,Dosqaly,22,28400000,29650000,29500000,29640000,29360000,29760000,29660000,29320000,29460000,29390000
1163,k.haim,Nganion,23,22510000,23550000,23490000,23270000,23580000,23510000,23240000,23350000,23300000,23340000
1164,k.harada,Nganion,23,9150000,9490000,9550000,9460000,9590000,9560000,9450000,9490000,9470000,9490000
1165,k.huang,Sobianitedrucy,39,19990000,20640000,19990000,19990000,19990000,19990000,19990000,19990000,19990000,19990000
1166,k.imai,Pierrema,28,37100000,38300000,38490000,38400000,38470000,38820000,38460000,38590000,39380000,37100000
1167,k.jabarin,Manlisgamncent,22,27210000,28400000,28260000,28400000,28130000,28510000,28420000,28090000,28230000,28160000
1168,k.jao,Nganion,30,8500000,8500000,8810000,8890000,8810000,8840000,9020000,8500000,8500000,8500000
1169,k.jarvinen,Sobianitedrucy,24,18040000,18880000,18650000,18900000,18840000,18620000,18720000,18670000,18710000,18880000
1170,k.kabonesa,Nganion,21,11740000,12280000,12260000,12190000,12250000,12140000,12300000,12260000,12120000,12180000
1171,k.kanyesigye,Sobianitedrucy,37,7020000,7020000,7020000,7020000,7020000,7020000,7020000,7020000,7020000,7020000
1172,k.kao,Dosqaly,20,18550000,19080000,19420000,19360000,19270000,19360000,19180000,19440000,19370000,19150000
1173,k.kastelic,Nganion,31,12240000,12690000,12810000,12690000,12730000,12990000,12240000,12240000,12240000,12240000
1174,k.katongole,Dosqaly,17,9190000,9530000,9610000,9550000,9450000,9620000,9590000,9550000,9590000,9500000
1175,k.kaudha,Dosqaly,22,21850000,22810000,22690000,22800000,22590000,22890000,22820000,22560000,22670000,22610000
1176,k.kazlo,Rarita,38,2370000,2470000,2370000,2370000,2370000,2370000,2370000,2370000,2370000,2370000
1177,k.kibuuka,Desaintko,23,21740000,22580000,22690000,22480000,22780000,22710000,22440000,22550000,22500000,22550000
1178,k.koskinen,New Rapore,19,17390000,18080000,17880000,18200000,18150000,18060000,18150000,17980000,18220000,18160000
1179,k.kravchenko,Greri Landmoslands,26,11670000,12210000,12190000,12050000,12110000,12080000,12100000,12210000,12100000,12140000
1180,k.krisensen,Nganion,30,14290000,14930000,14820000,14950000,14810000,14860000,15170000,14290000,14290000,14290000
1181,k.kyosiimire,Southern Viout Aman,21,12860000,13460000,13420000,13360000,13420000,13300000,13470000,13430000,13280000,13340000
1182,k.larsson,Nganion,28,21780000,22790000,22600000,22540000,22590000,22790000,22580000,22660000,23120000,21780000
1183,k.machava,People's Land of Maneau,31,15200000,15760000,15900000,15760000,15810000,16130000,15200000,15200000,15200000,15200000
1184,k.macuacua,Dosqaly,24,18460000,19270000,19090000,19340000,19280000,19060000,19150000,19110000,19140000,19320000
1185,k.mahmood,Nganion,29,20190000,20190000,20900000,20940000,21130000,20930000,21000000,21430000,20190000,20190000
1186,k.makaza,Dosqaly,25,11530000,11920000,12080000,12040000,11900000,11960000,11930000,11960000,12060000,11950000
1187,k.marufu,Imaar Vircoand,34,27530000,28640000,29220000,27530000,27530000,27530000,27530000,27530000,27530000,27530000
1188,k.molina,Esia,25,21150000,21870000,22160000,22090000,21840000,21940000,21890000,21930000,22130000,21930000
1189,k.moshe,Nancipenuaroe,18,13080000,13690000,13600000,13450000,13690000,13650000,13590000,13650000,13520000,13700000
1190,k.mpofu,Nganion,23,30790000,31980000,32130000,31830000,32260000,32160000,31790000,31940000,31870000,31930000
1191,k.mugabi,Esia,19,5620000,5840000,5780000,5880000,5870000,5840000,5870000,5810000,5890000,5870000
1192,k.mugala,Nganion,18,15330000,16000000,15940000,15760000,16050000,16000000,15920000,16000000,15850000,16060000
1193,k.muhumuza,People's Land of Maneau,22,22310000,23290000,23170000,23280000,23070000,23370000,23300000,23030000,23150000,23090000
1194,k.musah,Rarita,30,5180000,5380000,5370000,5420000,5370000,5390000,5500000,5180000,5180000,5180000
1195,k.mutero,Pierrema,25,26870000,27780000,28150000,28060000,27740000,27880000,27810000,27870000,28120000,27860000
1196,k.mwanje,Rarita,23,6880000,7190000,7180000,7110000,7210000,7190000,7100000,7140000,7120000,7130000
1197,k.mwanje,Sobianitedrucy,23,6880000,7190000,7180000,7110000,7210000,7190000,7100000,7140000,7120000,7130000
1198,k.najjuma,Ngoque Blicri,30,24690000,25550000,25600000,25830000,25600000,25680000,26210000,24690000,24690000,24690000
1199,k.nakazzi,Dosqaly,18,13070000,13670000,13590000,13440000,13680000,13640000,13570000,13640000,13510000,13690000
1200,k.nalwanga,Rarita,21,5110000,5300000,5330000,5310000,5330000,5280000,5350000,5340000,5280000,5300000
1201,k.nanyondo,Sobianitedrucy,27,27780000,29020000,28680000,28820000,28750000,28810000,29070000,28800000,28900000,29490000
1202,k.nanyonjo,Imaar Vircoand,21,10010000,10480000,10450000,10400000,10450000,10350000,10490000,10460000,10330000,10390000
1203,k.ndiweni,Dosqaly,27,32790000,34060000,33850000,34020000,33940000,34000000,34310000,33990000,34110000,34800000
1204,k.nkhoma,Nganion,24,17380000,18030000,17970000,18210000,18150000,17940000,18030000,17990000,18020000,18190000
1205,k.ntale,Esia,27,33550000,35040000,34640000,34810000,34720000,34790000,35110000,34780000,34900000,35610000
1206,k.ntege,Slandsganiamayotteque,21,29270000,30640000,30550000,30400000,30550000,30260000,30670000,30570000,30220000,30370000
1207,k.nyakudya,Esia,24,16050000,16750000,16590000,16820000,16760000,16570000,16650000,16610000,16640000,16790000
1208,k.ohayon,Esia,31,9150000,9490000,9570000,9490000,9520000,9710000,9150000,9150000,9150000,9150000
1209,k.okwir,Dosqaly,21,22190000,23230000,23160000,23050000,23160000,22940000,23250000,23180000,22910000,23020000
1210,k.opio,Esia,26,30710000,32180000,32080000,31710000,31860000,31780000,31850000,32130000,31840000,31950000
1211,k.othman,Sobianitedrucy,18,13400000,14020000,13930000,13780000,14030000,13990000,13920000,13980000,13850000,14040000
1212,k.ozols,Esia,26,33220000,34810000,34700000,34300000,34470000,34380000,34450000,34760000,34440000,34560000
1213,k.pavi,Southern Ristan,18,29270000,30620000,30430000,30100000,30640000,30550000,30400000,30550000,30260000,30670000
1214,k.philippe,Eastern Niasland,30,22310000,23370000,23140000,23340000,23130000,23210000,23680000,22310000,22310000,22310000
1215,k.polak,People's Land of Maneau,33,4750000,4960000,4940000,5040000,4750000,4750000,4750000,4750000,4750000,4750000
1216,k.quarshie,Nganion,23,28330000,29650000,29570000,29290000,29680000,29590000,29250000,29390000,29320000,29380000
1217,k.ramos,Rarita,20,980000,1020000,1030000,1020000,1020000,1020000,1010000,1030000,1020000,1010000
1218,k.roger,Nganion,26,33690000,35460000,35190000,34780000,34950000,34870000,34940000,35250000,34930000,35050000
1219,k.sah,Liacra,20,17680000,18180000,18510000,18460000,18360000,18450000,18280000,18520000,18470000,18250000
1220,k.sekh,Republic of Denand Landsa,21,32700000,34230000,34140000,33960000,34130000,33810000,34260000,34150000,33760000,33930000
1221,k.shibata,Imaar Vircoand,29,11290000,11780000,11680000,11710000,11810000,11700000,11740000,11980000,11290000,11290000
1222,k.shibata,Rarita,29,11290000,11780000,11680000,11710000,11810000,11700000,11740000,11980000,11290000,11290000
1223,k.ssenyondo,Esia,28,13390000,13820000,13890000,13860000,13890000,14010000,13880000,13930000,14210000,13390000
1224,k.stern,Esia,17,8700000,9020000,9100000,9040000,8950000,9110000,9080000,9040000,9080000,8990000
1225,k.supriadi,Pahon,27,32540000,33960000,33590000,33760000,33680000,33750000,34050000,33730000,33850000,34540000
1226,k.taremwa,Lefghau,28,24170000,25220000,25080000,25020000,25070000,25290000,25060000,25140000,25650000,24170000
1227,k.thompson,Manlisgamncent,25,24950000,26060000,26140000,26060000,25760000,25890000,25820000,25870000,26110000,25870000
1228,k.toth,People's Land of Maneau,25,26350000,27240000,27610000,27520000,27200000,27340000,27270000,27330000,27570000,27320000
1229,k.tsui,Esia,27,30170000,31510000,31150000,31300000,31220000,31290000,31570000,31280000,31380000,32020000
1230,k.umar,Nganion,20,29290000,30120000,30660000,30580000,30420000,30570000,30280000,30690000,30590000,30240000
1231,k.vandenberg,Dosqaly,27,20930000,21860000,21610000,21710000,21660000,21710000,21900000,21700000,21770000,22210000
1232,k.vandermeer,Central Diasongo,18,24060000,25170000,25010000,24740000,25180000,25120000,24990000,25110000,24880000,25210000
1233,k.walugembe,Esia,24,22580000,23570000,23350000,23660000,23580000,23310000,23430000,23370000,23420000,23630000
1234,k.weiss,Central Diasongo,23,11910000,12370000,12430000,12310000,12480000,12440000,12300000,12360000,12330000,12350000
1235,k.woniak,Dosqaly,23,30830000,32020000,32180000,31880000,32300000,32200000,31830000,31990000,31910000,31970000
1236,k.yldz,Nkasland Cronestan,25,36570000,37810000,38320000,38200000,37760000,37940000,37850000,37920000,38270000,37910000
1237,k.yousef,Esia,19,9840000,10230000,10120000,10300000,10270000,10220000,10270000,10170000,10310000,10280000
1238,l.abdullah,Nganion,32,24700000,25780000,25610000,25690000,26220000,24700000,24700000,24700000,24700000,24700000
1239,l.achen,Lefghau,29,18600000,19300000,19250000,19290000,19460000,19280000,19350000,19740000,18600000,18600000
1240,l.adikini,Nganion,28,18400000,19130000,19090000,19040000,19080000,19250000,19080000,19140000,19530000,18400000
1241,l.adri,Esia,24,30120000,31430000,31140000,31560000,31460000,31100000,31250000,31170000,31240000,31520000
1242,l.aguilar,Lefghau,24,20940000,21850000,21650000,21940000,21870000,21620000,21720000,21670000,21720000,21910000
1243,l.akech,Dosqaly,23,22950000,23840000,23950000,23730000,24050000,23970000,23690000,23810000,23750000,23800000
1244,l.alanyo,Dosqaly,22,25230000,26340000,26200000,26330000,26090000,26430000,26350000,26050000,26180000,26110000
1245,l.alqahtani,Nganion,27,17770000,18430000,18350000,18440000,18390000,18430000,18590000,18420000,18480000,18860000
1246,l.amadu,Xikong,18,32270000,33760000,33550000,33190000,33780000,33690000,33520000,33680000,33360000,33810000
1247,l.amule,Dosqaly,19,13510000,14050000,13890000,14140000,14100000,14030000,14100000,13970000,14150000,14110000
1248,l.antwi,Nganion,23,6370000,6590000,6650000,6590000,6670000,6650000,6580000,6610000,6590000,6610000
1249,l.arai,Nganion,23,17740000,18430000,18510000,18340000,18590000,18530000,18310000,18400000,18360000,18400000
1250,l.bagheri,Republic of Denand Landsa,22,29290000,30580000,30420000,30570000,30280000,30690000,30590000,30240000,30390000,30310000
1251,l.barman,People's Land of Maneau,22,24850000,25940000,25810000,25930000,25690000,26040000,25950000,25660000,25780000,25720000
1252,l.bekher,Sobianitedrucy,19,10810000,11330000,11120000,11310000,11280000,11230000,11280000,11180000,11330000,11290000
1253,l.binosman,Dosqaly,28,22250000,22970000,23080000,23030000,23070000,23280000,23070000,23150000,23620000,22250000
1254,l.bintihassan,Rarita,23,5290000,5460000,5520000,5470000,5540000,5530000,5460000,5490000,5470000,5490000
1255,l.bitton,Loco Phirema,22,24630000,25710000,25580000,25700000,25470000,25810000,25720000,25430000,25550000,25490000
1256,l.blanc,Nganion,36,15000000,15510000,15000000,15000000,15000000,15000000,15000000,15000000,15000000,15000000
1257,l.bogere,Nganion,29,22260000,23230000,23040000,23080000,23290000,23080000,23160000,23630000,22260000,22260000
1258,l.castro,Dosqaly,29,28080000,29130000,29060000,29120000,29380000,29110000,29210000,29800000,28080000,28080000
1259,l.chandia,Dosqaly,32,26060000,27270000,27020000,27110000,27660000,26060000,26060000,26060000,26060000,26060000
1260,l.chhang,People's Land of Maneau,27,4890000,5070000,5050000,5070000,5060000,5070000,5120000,5070000,5090000,5190000
1261,l.chiu,Lylimi,31,12370000,12920000,12940000,12820000,12870000,13130000,12370000,12370000,12370000,12370000
1262,l.dahl,Dosqaly,22,12440000,12990000,12920000,12980000,12860000,13030000,12990000,12840000,12910000,12870000
1263,l.dlamini,Rarita,19,3710000,3880000,3820000,3880000,3870000,3850000,3870000,3840000,3890000,3870000
1264,l.edwards,People's Land of Maneau,26,23610000,24740000,24660000,24380000,24490000,24440000,24480000,24700000,24480000,24560000
1265,l.egger,Lefghau,22,13950000,14560000,14490000,14560000,14420000,14620000,14570000,14400000,14470000,14440000
1266,l.foo,Sobianitedrucy,29,16230000,16840000,16800000,16830000,16980000,16830000,16880000,17230000,16230000,16230000
1267,l.fuchs,Sobianitedrucy,28,24700000,25780000,25630000,25560000,25610000,25850000,25610000,25690000,26220000,24700000
1268,l.hasegawa,Dosqaly,28,12520000,12930000,12990000,12960000,12980000,13100000,12980000,13020000,13290000,12520000
1269,l.herrera,Nkasland Cronestan,22,10220000,10670000,10610000,10670000,10570000,10710000,10670000,10550000,10600000,10580000
1270,l.ibrahimovi,Nganion,25,25060000,26220000,26260000,26170000,25870000,26000000,25940000,25990000,26220000,25980000
1271,l.jean,Badad,29,26890000,27650000,27830000,27890000,28140000,27880000,27970000,28540000,26890000,26890000
1272,l.jung,Rarita,20,25770000,26500000,26970000,26900000,26770000,26890000,26640000,27000000,26920000,26610000
1273,l.kagoya,Nganion,21,3530000,3690000,3680000,3670000,3680000,3650000,3700000,3690000,3640000,3660000
1274,l.kalnis,Lefghau,42,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000
1275,l.kaur,Biarizea,21,24690000,25840000,25770000,25640000,25770000,25530000,25870000,25790000,25490000,25620000
1276,l.kavi,Western Niasland,28,8120000,8380000,8420000,8400000,8420000,8500000,8420000,8450000,8620000,8120000
1277,l.kawuma,People's Land of Maneau,23,21250000,22070000,22180000,21970000,22260000,22190000,21940000,22050000,21990000,22040000
1278,l.khachatryan,Esia,32,19080000,19960000,19780000,19850000,20250000,19080000,19080000,19080000,19080000,19080000
1279,l.khonje,Nganion,32,11470000,11870000,11890000,11930000,12170000,11470000,11470000,11470000,11470000,11470000
1280,l.kidega,Highhlaands,29,5440000,5590000,5630000,5640000,5690000,5640000,5660000,5770000,5440000,5440000
1281,l.kimbugwe,Newgan Ruland,33,11640000,12160000,12110000,12350000,11640000,11640000,11640000,11640000,11640000,11640000
1282,l.kimuli,Nathuacamana,22,18090000,18680000,18790000,18880000,18700000,18950000,18890000,18680000,18770000,18720000
1283,l.kofi,Esia,22,19450000,20300000,20200000,20300000,20110000,20380000,20310000,20080000,20180000,20130000
1284,l.kovalenko,Byasier Pujan,25,15130000,15640000,15850000,15800000,15620000,15700000,15660000,15690000,15830000,15690000
1285,l.kyalisiima,Byasier Pujan,22,19220000,20060000,19960000,20060000,19870000,20140000,20070000,19840000,19940000,19890000
1286,l.kyambadde,Sobianitedrucy,30,12770000,13220000,13240000,13360000,13240000,13280000,13550000,12770000,12770000,12770000
1287,l.lechner,Lefghau,23,32310000,33560000,33720000,33410000,33850000,33750000,33360000,33520000,33440000,33510000
1288,l.leibowitz,Rarita,22,8600000,8980000,8930000,8980000,8890000,9010000,8980000,8880000,8920000,8900000
1289,l.lubega,Nganion,23,24740000,24740000,25820000,25580000,25920000,25840000,25540000,25670000,25600000,25660000
1290,l.lukwago,Coastpa Barleslands,23,34160000,35480000,35650000,35320000,35790000,35680000,35270000,35440000,35350000,35430000
1291,l.maleki,Imaar Vircoand,29,20110000,21040000,20810000,20850000,21040000,20850000,20920000,21340000,20110000,20110000
1292,l.mandala,Rarita,30,7220000,7540000,7490000,7550000,7480000,7510000,7660000,7220000,7220000,7220000
1293,l.masaba,Nancipenuaroe,33,14600000,15140000,15190000,15500000,14600000,14600000,14600000,14600000,14600000,14600000
1294,l.masson,Dosqaly,26,18480000,19360000,19300000,19080000,19170000,19130000,19160000,19340000,19160000,19220000
1295,l.mensah,Manlisgamncent,22,14330000,14960000,14880000,14960000,14820000,15010000,14970000,14790000,14870000,14830000
1296,l.mirzaei,Biarizea,21,27350000,28630000,28550000,28410000,28540000,28280000,28660000,28570000,28240000,28380000
1297,l.mponda,Dosqaly,23,24010000,24940000,25060000,24820000,25160000,25080000,24790000,24910000,24850000,24900000
1298,l.msowoya,Southern Ristan,28,9890000,10210000,10260000,10240000,10260000,10350000,10250000,10290000,10500000,9890000
1299,l.mugumya,People's Land of Maneau,22,12990000,13560000,13490000,13560000,13430000,13610000,13570000,13410000,13480000,13440000
1300,l.mulyani,Dosqaly,33,17410000,18050000,18110000,18480000,17410000,17410000,17410000,17410000,17410000,17410000
1301,l.munoz,Sobianitedrucy,20,6700000,6890000,7010000,6990000,6960000,6990000,6930000,7020000,7000000,6920000
1302,l.musoki,People's Land of Maneau,33,27430000,28440000,28530000,29110000,27430000,27430000,27430000,27430000,27430000,27430000
1303,l.mwase,Esia,18,15840000,16570000,16470000,16290000,16580000,16540000,16450000,16530000,16380000,16600000
1304,l.nahwera,Nganion,17,26230000,27240000,27440000,27270000,26970000,27450000,27380000,27240000,27370000,27120000
1305,l.nakalembe,Nganion,32,32320000,33760000,33510000,33620000,34300000,32320000,32320000,32320000,32320000,32320000
1306,l.nakirya,Esia,26,27610000,28930000,28840000,28500000,28640000,28580000,28630000,28890000,28620000,28720000
1307,l.nalukenge,Esia,25,11470000,11860000,12020000,11980000,11840000,11900000,11870000,11890000,12000000,11890000
1308,l.namaganda,Sobianitedrucy,27,7860000,7860000,8110000,8150000,8130000,8150000,8220000,8150000,8180000,8340000
1309,l.namande,Quewenia,26,19950000,20900000,20840000,20600000,20700000,20650000,20690000,20870000,20680000,20750000
1310,l.namugaya,Dosqaly,23,19120000,19860000,19950000,19770000,20030000,19970000,19740000,19840000,19790000,19830000
1311,l.namuyanja,Byasier Pujan,27,19250000,20110000,19870000,19970000,19920000,19960000,20140000,19960000,20020000,20430000
1312,l.nanono,Sobianitedrucy,31,18610000,19140000,19470000,19290000,19360000,19750000,18610000,18610000,18610000,18610000
1313,l.ndoro,Esia,17,13990000,14500000,14640000,14540000,14390000,14640000,14600000,14530000,14600000,14460000
1314,l.ndyanabo,Imaar Vircoand,33,36590000,37780000,38060000,38840000,36590000,36590000,36590000,36590000,36590000,36590000
1315,l.novak,Sobianitedrucy,29,22060000,22930000,22830000,22880000,23080000,22870000,22950000,23410000,22060000,22060000
1316,l.obote,Dosqaly,24,32590000,34010000,33690000,34150000,34040000,33650000,33810000,33730000,33800000,34100000
1317,l.olah,Esia,18,14920000,15610000,15510000,15340000,15620000,15570000,15500000,15570000,15430000,15630000
1318,l.olsson,Nganion,33,11110000,11590000,11560000,11790000,11110000,11110000,11110000,11110000,11110000,11110000
1319,l.olupot,Zacia Lygia,27,22160000,23220000,22880000,22990000,22930000,22980000,23190000,22970000,23050000,23520000
1320,l.owori,Landli Blicporlip,20,31320000,32210000,32780000,32690000,32530000,32690000,32380000,32810000,32710000,32330000
1321,l.petrenko,Frenchdo Stanser,29,3000000,3100000,3100000,3110000,3140000,3110000,3120000,3180000,3000000,3000000
1322,l.razaie,Nathuacamana,31,29850000,30860000,31230000,30950000,31050000,31680000,29850000,29850000,29850000,29850000
1323,l.rezaei,People's Land of Maneau,30,27030000,27980000,28030000,28280000,28020000,28120000,28690000,27030000,27030000,27030000
1324,l.ricci,Nganion,33,19380000,20150000,20160000,20570000,19380000,19380000,19380000,19380000,19380000,19380000
1325,l.rostami,Former Maneau,27,19040000,19890000,19660000,19750000,19710000,19750000,19920000,19740000,19810000,20210000
1326,l.rusere,Nganion,35,22770000,23650000,22770000,22770000,22770000,22770000,22770000,22770000,22770000,22770000
1327,l.sakurai,Nganion,31,9820000,10140000,10280000,10180000,10220000,10420000,9820000,9820000,9820000,9820000
1328,l.sanz,Nganion,32,18820000,19530000,19510000,19580000,19980000,18820000,18820000,18820000,18820000,18820000
1329,l.sayed,Ledian,24,21990000,22840000,22740000,23040000,22970000,22700000,22810000,22760000,22800000,23010000
1330,l.schmid,Sobianitedrucy,25,22230000,23270000,23290000,23220000,22950000,23060000,23010000,23050000,23260000,23050000
1331,l.schubert,Pierrema,29,24140000,25040000,24980000,25030000,25260000,25030000,25110000,25620000,24140000,24140000
1332,l.sichali,Central Democracy of Boekrainego,20,25480000,26200000,26670000,26600000,26460000,26590000,26340000,26700000,26610000,26310000
1333,l.sigauke,Sobianitedrucy,23,34740000,36350000,36260000,35920000,36400000,36280000,35870000,36040000,35950000,36030000
1334,l.suarez,Nganion,17,30550000,31540000,31960000,31760000,31420000,31980000,31890000,31730000,31880000,31590000
1335,l.tambala,Rarita,35,750000,780000,750000,750000,750000,750000,750000,750000,750000,750000
1336,l.tarigan,Rarita,31,6400000,6650000,6700000,6630000,6660000,6790000,6400000,6400000,6400000,6400000
1337,l.tusiime,Janmico,19,6560000,6750000,6750000,6870000,6850000,6810000,6850000,6780000,6870000,6850000
1338,l.vanags,Sobianitedrucy,33,31920000,33200000,33200000,33880000,31920000,31920000,31920000,31920000,31920000,31920000
1339,l.wafula,Dosqaly,23,24770000,25730000,25850000,25610000,25950000,25870000,25570000,25700000,25640000,25690000
1340,l.wambi,Nganion,19,17720000,18320000,18220000,18550000,18500000,18400000,18490000,18320000,18570000,18510000
1341,l.wasswa,Landli Blicporlip,26,25250000,26460000,26370000,26070000,26200000,26130000,26190000,26420000,26180000,26270000
1342,l.wenene,Southern Ristan,25,17550000,18150000,18390000,18330000,18120000,18210000,18160000,18200000,18360000,18190000
1343,l.werner,People's Land of Maneau,27,6750000,7000000,6970000,7000000,6990000,7000000,7060000,7000000,7020000,7160000
1344,l.yusof,Byasier Pujan,26,13890000,14500000,14510000,14340000,14410000,14380000,14400000,14530000,14400000,14450000
1345,l.zamani,Dosqaly,21,7010000,7340000,7320000,7280000,7320000,7250000,7340000,7320000,7240000,7270000
1346,m.addai,Esia,24,23720000,24760000,24520000,24850000,24770000,24490000,24610000,24550000,24600000,24820000
1347,m.alharbi,Sobianitedrucy,21,12070000,12610000,12600000,12540000,12600000,12480000,12650000,12610000,12460000,12520000
1348,m.amsalem,Czechnor,26,17020000,17830000,17780000,17570000,17660000,17620000,17650000,17810000,17640000,17700000
1349,m.anderson,Nganion,27,13970000,14590000,14420000,14490000,14460000,14490000,14620000,14480000,14530000,14830000
1350,m.angom,Sobianitedrucy,29,18920000,19580000,19580000,19620000,19800000,19610000,19680000,20080000,18920000,18920000
1351,m.arifin,Unicorporated Tiagascar,26,1600000,1680000,1670000,1650000,1660000,1660000,1660000,1670000,1660000,1660000
1352,m.asiimwe,Rarita,33,4490000,4620000,4670000,4770000,4490000,4490000,4490000,4490000,4490000,4490000
1353,m.ategeka,Nganion,28,11710000,12040000,12150000,12120000,12140000,12250000,12140000,12180000,12430000,11710000
1354,m.atuhaire,Nancipenuaroe,31,9520000,9940000,9960000,9870000,9900000,10100000,9520000,9520000,9520000,9520000
1355,m.azulay,Dosqaly,22,27760000,28980000,28830000,28970000,28700000,29080000,28990000,28660000,28800000,28730000
1356,m.bahri,Slandsganiamayotteque,25,1620000,1720000,1700000,1690000,1670000,1680000,1680000,1680000,1700000,1680000
1357,m.banda,Lefghau,29,30110000,31160000,31160000,31230000,31510000,31220000,31320000,31960000,30110000,30110000
1358,m.begu,Dosqaly,19,13420000,13950000,13800000,14050000,14010000,13940000,14010000,13870000,14060000,14020000
1359,m.bonnet,Giumle Lizeibon,21,19480000,20390000,20340000,20230000,20330000,20140000,20410000,20350000,20110000,20210000
1360,m.braun,Zacia Lygia,22,37800000,39300000,39260000,39450000,39080000,39600000,39480000,39020000,39220000,39120000
1361,m.bwire,Rarita,31,33770000,35270000,35340000,35010000,35130000,35840000,33770000,33770000,33770000,33770000
